age Q5..Children.in.HH Q6..Non.HH.Face.to.Face.Count Q7..Six.Feet.Away...If.Q6...0. Q19.20..Race...Ethnicity
33 2 3 3 Black
34 2 2 2 White
47 2 3 3 Black
42 1 3 1 White
34 1 0 0 White
28 1 5 5 Asian
75 0 0 0 Asian
35 3 9 9 Other
43 2 2 0 White
69 0 0 0 White
35 2 2 2 White
65 2 9 0 White
61 0 0 0 Black
25 0 1 1 White
46 2 1 0 Hispanic.Latino
31 0 4 0 Black
46 1 9 9 White
41 2 1 1 White
65 0 3 3 White
22 1 1 1 Black
31 2 0 0 White
18 0 0 0 Black
66 0 4 4 White
35 2 3 3 White
30 0 9 9 White
49 0 3 3 Black
28 1 3 0 White
68 0 1 1 White
50 1 1 1 White
63 0 5 5 White
58 0 0 0 Black
34 2 0 0 White
34 2 0 0 Black
56 0 0 0 White
53 0 0 0 White
41 0 9 0 Black
38 0 9 2 White
31 2 2 0 White
32 0 1 0 Hispanic.Latino
50 0 5 0 White
43 2 2 2 White
43 3 0 0 Black
34 2 6 6 White
24 0 9 9 White
30 1 1 0 White
44 0 0 0 White
43 3 9 0 White
71 0 2 2 White
40 0 0 0 White
30 2 0 0 Other
23 0 1 0 White
66 0 1 2 White
39 1 0 0 White
22 0 1 1 White
50 1 9 9 White
29 2 0 0 Hispanic.Latino
49 2 9 9 White
47 2 0 0 White
44 3 0 0 White
41 0 0 0 White
41 2 9 9 White
49 0 4 0 Hispanic.Latino
44 0 1 1 Black
36 2 9 1 Hispanic.Latino
24 0 0 0 White
69 0 0 0 White
22 0 3 1 White
27 2 3 3 Black
39 2 2 2 White
33 0 0 0 White
53 0 2 2 White
34 2 0 0 White
30 1 4 3 White
37 1 0 0 Hispanic.Latino
25 0 0 0 Black
33 0 0 0 White
34 2 0 0 White
30 2 1 1 Hispanic.Latino
31 0 1 0 White
48 0 1 1 White
55 0 9 2 White
36 3 0 0 White
51 0 0 0 White
53 0 3 3 White
50 1 4 4 White
33 0 1 1 Other
32 2 0 0 White
25 2 0 0 Black
79 0 1 0 White
86 0 1 1 White
20 2 3 3 White
27 0 5 6 White
84 0 0 0 Other
32 3 0 0 White
25 0 2 0 Black
56 0 1 0 White
62 0 0 0 White
74 0 0 0 White
43 0 3 0 White
74 0 0 0 White
41 1 0 0 White
36 1 9 9 White
59 1 9 3 White
44 3 0 0 White
33 0 0 0 White
34 3 1 1 White
49 1 3 3 White
54 0 1 1 White
57 0 2 0 Black
36 2 0 0 White
38 2 9 1 Black
71 0 7 2 Black
41 2 0 0 White
26 0 0 0 Black
57 0 0 0 White
50 1 1 9 White
23 0 0 0 Black
39 1 0 0 White
39 0 2 3 White
64 0 9 9 Black
33 0 0 0 White
51 0 5 5 White
18 3 0 0 White
34 0 9 9 White
57 0 1 1 White
22 1 2 0 White
52 0 1 1 White
30 0 3 0 White
20 0 3 3 White
23 0 0 0 White
46 1 9 5 White
51 3 0 0 Asian
45 2 2 2 Black
32 0 0 0 Black
49 0 0 0 Asian
39 3 2 0 White
46 0 1 1 Asian
51 1 5 5 Black
53 3 9 9 Hispanic.Latino
47 0 9 0 White
40 0 1 1 White
58 0 9 9 Black
49 3 1 1 White
36 2 1 1 White
71 0 9 4 White
35 0 0 0 White
48 1 9 0 Black
48 2 1 1 White
37 3 9 9 Black
57 3 0 0 White
38 2 1 1 Black
46 0 0 0 Black
24 0 2 2 White
64 0 0 0 White
50 0 1 1 Black
46 0 3 0 White
39 0 3 3 White
36 1 1 1 White
62 0 0 0 Hispanic.Latino
68 0 0 0 White
27 0 0 0 Black
34 3 0 0 White
56 1 0 0 White
40 1 1 1 White
21 0 1 0 White
64 0 0 0 White
37 2 1 1 White
25 2 5 0 Hispanic.Latino
44 2 9 0 White
37 1 0 0 Black
50 1 0 0 White
90 0 5 3 White
56 0 2 1 Black
52 1 2 2 Black
86 0 1 1 White
76 0 0 0 White
50 0 1 2 White
73 0 1 0 White
61 0 1 1 Black
53 1 0 0 White
78 0 2 2 Hispanic.Latino
86 0 0 0 Other
66 0 0 0 White
44 3 3 3 White
72 0 1 0 Black
40 0 0 0 White
87 0 2 0 White
52 1 0 0 White
84 0 1 9 White
64 0 0 0 White
38 0 0 0 White
84 0 2 2 White
61 0 1 1 White
71 0 1 1 White
78 0 2 0 White
74 2 1 1 White
70 0 0 0 White
72 0 1 1 White
75 0 0 0 White
65 0 0 0 White
42 0 6 0 White
59 1 0 0 Black
49 0 1 1 White
60 0 0 0 White
61 1 1 6 Black
88 0 0 0 White
36 2 0 0 White
48 2 1 1 White
51 0 5 2 White
64 0 1 1 Black
48 0 0 0 White
61 0 4 1 White
79 0 2 1 Black
67 0 2 1 Black
63 0 0 0 White
46 3 5 0 White
60 0 2 2 White
73 0 0 0 White
89 0 1 1 White
71 0 0 0 White
86 0 0 0 White
71 0 2 1 White
52 2 0 0 White
65 0 0 0 Asian
73 0 0 0 Black
70 0 2 0 White
86 0 9 0 White
61 0 1 1 White
57 0 1 1 White
78 0 1 1 White
83 2 2 1 Black
77 1 1 1 White
72 1 3 2 Black
62 3 9 0 White
58 0 2 1 White
66 0 1 1 White
41 0 1 1 White
56 0 9 5 White
77 0 0 0 White
66 0 9 9 Black
73 0 1 1 White
82 0 3 0 White
77 0 0 0 White
61 0 1 1 White
42 2 0 0 Black
72 0 1 1 Black
38 2 0 0 White
25 3 2 6 White
68 0 3 3 Black
77 0 1 0 Black
66 0 0 0 White
45 0 4 6 White
55 0 0 0 Black
44 0 1 1 White
76 0 9 9 Black
48 2 1 4 White
49 0 9 9 White
81 0 1 1 White
51 1 3 0 Black
68 0 0 0 Black
70 2 4 4 Black
65 0 2 2 White
64 1 0 0 White
60 0 2 2 White
63 0 2 2 White
54 1 2 2 Asian
77 0 0 0 Black
75 0 3 5 Black
55 0 3 3 White
70 0 3 3 Black
65 0 4 4 White
51 0 0 0 Black
59 0 5 9 Black
65 0 2 2 White
52 2 8 8 White
66 0 0 0 White
49 2 5 0 White
81 0 8 4 Hispanic.Latino
57 0 0 0 Black
67 0 3 3 White
60 0 0 0 Other
75 0 1 9 White
93 0 0 0 White
77 0 0 0 White
88 0 6 6 Black
57 0 2 2 White
19 0 0 0 White
42 0 0 0 White
65 1 9 9 White
78 2 3 1 White
76 0 2 2 White
76 0 1 1 White
59 0 6 5 Black
55 0 2 0 Black
57 0 9 9 Black
81 0 0 0 White
76 0 0 0 White
65 0 0 0 Black
83 0 1 1 White
66 0 2 4 White
79 0 1 1 Black
66 0 1 1 White
66 0 1 2 Black
57 0 0 0 Black
75 0 0 0 Black
67 0 9 5 White
57 0 0 0 White
60 3 3 2 White
67 0 0 0 Black
77 0 1 1 Black
43 0 2 2 White
84 0 1 2 White
80 0 0 0 White
48 2 2 2 White
74 0 4 9 White
70 0 1 1 White
72 0 3 2 White
59 0 9 9 White
68 0 1 1 White
87 0 0 0 White
70 0 1 1 White
80 0 1 1 White
72 0 0 0 White
68 1 0 0 Black
81 0 4 4 White
69 0 5 3 Black
62 0 1 1 White
64 2 0 0 White
78 0 0 0 White
20 0 1 0 White
67 0 1 2 Black
81 0 0 0 White
53 0 1 1 Black
69 0 0 0 White
40 0 9 1 White
74 0 0 0 White
77 0 0 0 Other
51 0 4 0 White
84 0 9 0 White
59 0 9 6 White
80 0 2 1 White
57 0 5 2 White
60 0 0 0 White
37 3 1 1 White
73 0 0 0 White
70 0 0 0 White
83 0 9 0 White
63 0 0 0 White
75 0 1 0 White
84 0 1 1 White
73 0 1 1 White
57 0 1 0 Black
69 0 1 1 White
68 0 1 1 White
54 0 2 0 White
77 0 4 0 White
68 0 0 0 White
84 0 3 3 White
75 0 1 1 White
76 0 2 2 Black
68 0 2 2 Black
64 0 0 0 Black
71 0 0 0 White
67 0 1 9 White
47 2 9 0 White
53 0 3 1 Hispanic.Latino
68 0 0 0 Black
56 0 9 9 Other
74 0 0 0 White
74 0 0 0 White
86 0 1 1 White
73 0 1 1 White
61 0 8 5 Black
52 0 0 0 Black
70 1 2 1 Black
89 0 8 5 White
73 0 2 2 Black
64 0 0 0 White
71 0 4 4 White
69 0 3 3 White
74 0 3 3 White
78 0 0 0 White
80 0 1 0 White
48 1 3 3 White
56 0 1 1 White
60 0 2 1 White
75 0 2 2 White
87 0 9 9 White
68 0 5 1 Black
75 0 1 1 White
50 0 0 0 White
89 0 2 1 White
75 0 1 2 White
55 2 9 9 Black
87 0 1 1 Black
57 0 5 9 Black
80 0 3 3 White
64 0 0 0 White
57 1 5 5 White
56 0 5 1 White
86 1 0 0 White
65 0 5 5 Black
72 0 0 0 Black
79 0 4 4 White
73 0 9 9 White
41 2 0 0 White
70 0 2 2 Black
71 0 0 0 White
68 0 0 0 Black
57 0 2 2 White
30 3 0 0 White
80 3 3 0 White
69 0 9 9 White
86 3 0 0 Black
82 0 3 3 Black
54 1 0 0 White
58 0 4 3 White
87 0 1 1 White
58 0 2 2 White
31 3 0 0 White
69 2 1 0 Black
90 0 4 0 Black
80 3 1 0 Black
80 0 9 0 White
85 0 0 0 White
19 0 3 3 White
60 0 3 3 White
45 2 9 0 White
80 0 1 0 White
73 0 2 0 White
78 0 1 1 White
50 0 0 0 White
68 0 0 0 White
58 0 5 3 White
90 0 1 1 White
89 0 1 1 White
82 0 9 7 White
88 3 4 3 White
79 0 2 1 White
73 0 2 0 Black
76 1 1 1 White
65 0 0 0 White
60 0 9 9 White
54 0 1 1 White
66 0 0 0 White
74 0 3 3 White
72 0 1 1 Hispanic.Latino
79 0 3 3 Black
62 0 3 0 Other
60 0 1 1 Black
85 0 0 0 White
45 1 0 0 Black
51 1 0 0 White
69 1 0 0 Black
56 1 0 0 White
51 0 3 3 White
51 0 0 0 Black
81 0 0 0 White
70 0 0 0 Black
85 0 2 2 White
30 0 0 0 White
59 0 0 0 White
78 0 1 1 White
78 0 0 0 White
45 0 2 2 Black
51 1 8 8 White
73 0 9 2 White
62 0 0 0 White
82 0 2 0 White
61 0 0 0 Black
68 0 1 1 Other
76 0 0 0 White
96 0 0 0 White
46 0 3 1 White
72 0 1 1 White
73 0 5 4 Black
86 0 1 2 Black
70 0 9 9 Black
52 1 2 2 White
71 0 0 0 White
82 0 0 0 White
49 1 1 0 White
90 0 1 0 Black
75 0 1 0 White
90 0 0 0 White
83 0 1 1 White
71 0 2 1 White
69 0 0 0 White
91 0 1 1 White
91 0 1 1 White
71 0 0 0 White
63 0 0 0 White
65 0 9 9 White
74 0 2 1 Black
59 0 3 1 White
60 0 2 2 White
88 0 2 1 White
70 0 0 0 Black
55 2 3 3 Black
48 2 2 0 White
71 0 0 0 Black
63 0 5 1 White
63 0 1 9 White
90 0 9 9 White
77 0 0 0 White
63 0 9 0 White
54 0 1 0 White
80 0 1 0 Black
69 0 9 9 Other
56 0 3 3 Hispanic.Latino
63 0 9 9 White
84 2 2 2 White
66 0 0 0 Black
75 1 8 5 Black
86 0 0 0 Black
79 0 1 1 White
41 2 1 9 White
65 0 3 1 White
80 0 1 1 White
85 0 0 0 White
62 0 1 9 White
71 1 9 9 White
47 0 0 0 White
74 0 1 0 White
54 2 0 0 White
85 0 4 2 White
71 0 0 0 Black
86 0 1 1 White
71 0 2 2 White
74 0 1 1 White
47 0 6 3 Black
50 0 9 9 White
75 0 9 9 White
83 0 9 9 Black
58 0 0 0 Other
78 0 1 1 White
69 0 0 0 White
70 0 2 2 Black
60 0 9 9 Black
82 0 9 0 Black
73 0 3 9 Black
74 0 1 0 White
48 1 3 3 White
86 0 9 9 Other
78 3 0 0 Black
57 0 1 1 Black
51 3 2 1 White
44 0 0 0 White
54 2 9 2 Black
73 0 0 0 Black
81 0 1 1 White
89 0 0 0 White
63 0 1 1 White
56 1 9 9 White
55 0 1 2 White
69 0 4 2 White
68 0 1 1 White
81 0 1 1 Black
88 0 9 9 White
70 0 3 3 Other
70 0 0 0 White
70 1 9 9 Black
83 0 9 9 White
88 0 1 1 White
73 0 0 0 White
62 0 0 0 Black
83 0 1 1 White
60 0 1 1 White
49 1 0 0 White
56 0 9 5 White
47 2 3 3 White
82 0 2 9 White
56 3 0 0 Black
81 0 0 0 White
70 0 9 4 White
57 0 2 2 Black
86 0 2 0 White
67 0 2 0 White
50 1 3 0 White
84 0 1 0 White
68 0 1 1 Black
52 0 5 5 White
76 0 0 0 White
70 0 1 0 White
57 3 0 0 White
74 0 1 1 White
47 0 3 3 White
63 0 4 4 White
75 0 4 4 White
72 0 0 0 White
74 0 0 0 White
52 2 2 2 White
90 0 2 3 Black
76 0 1 1 White
67 0 1 1 White
74 0 0 0 Black
73 0 4 4 White
59 0 0 0 White
75 0 0 0 Other
90 0 4 4 Black
73 0 0 0 Black
60 0 2 2 Other
79 0 0 0 Black
50 1 0 0 White
71 0 0 0 White
70 1 0 0 White
54 0 2 2 White
56 0 3 2 White
77 0 3 2 Black
62 0 1 1 White
32 1 0 0 Other
82 0 3 3 Black
73 0 0 0 White
64 2 0 0 Other
53 0 0 0 Black
35 3 4 3 Asian
44 0 2 1 White
75 0 6 0 White
62 0 9 9 White
50 0 9 9 White
67 0 2 2 White
73 0 9 0 White
60 0 7 5 Black
73 1 3 3 Other
85 0 1 0 White
74 0 1 1 White
54 0 2 1 White
47 0 0 0 Other
80 0 1 0 Black
81 0 1 1 White
82 1 1 0 Black
85 0 0 0 White
44 2 2 1 White
84 0 0 0 White
66 0 2 2 White
54 1 0 0 White
64 1 1 1 White
65 0 1 6 Black
65 0 0 0 White
54 0 9 3 White
84 0 4 0 Black
77 0 4 4 White
46 2 0 0 White
65 0 0 0 White
36 3 4 2 White
55 0 2 4 Asian
70 0 0 0 Black
79 0 1 2 Black
85 0 9 5 White
46 2 0 0 White
93 0 0 0 White
54 0 0 0 White
80 0 3 6 White
54 1 0 0 White
70 0 1 1 White
59 0 9 9 White
57 0 2 1 White
75 0 2 1 White
72 0 0 0 White
75 0 0 0 White
75 0 1 1 Other
64 0 9 9 White
91 0 1 1 White
43 0 9 5 White
50 0 1 1 Black
65 0 5 5 Black
99 3 0 0 Other
78 0 3 3 White
66 0 2 2 Black
74 0 3 1 White
75 0 2 2 White
62 0 1 1 White
94 0 1 1 White
74 0 3 0 Black
61 1 0 0 White
69 0 2 2 White
62 0 0 0 White
54 0 3 2 White
64 0 3 3 White
57 0 3 1 White
73 0 6 5 White
61 0 9 9 White
89 0 1 2 White
53 2 3 3 White
61 0 9 8 White
64 0 4 0 White
91 0 1 1 White
54 0 0 0 White
72 0 2 1 Black
70 0 0 0 Black
54 0 1 1 White
65 0 0 0 White
87 0 1 6 White
48 0 9 0 White
63 0 5 2 White
66 1 5 5 Black
46 3 0 0 White
74 0 3 0 Black
77 0 0 0 White
73 0 2 2 White
35 1 0 0 White
66 0 3 3 White
75 0 2 2 Other
67 0 0 0 Black
58 0 0 0 White
58 0 0 0 Black
89 0 2 6 White
80 0 4 4 White
60 0 5 2 White
78 0 0 0 White
91 0 3 0 Black
64 0 0 0 White
80 0 6 8 White
62 0 0 0 White
78 0 5 3 White
63 1 2 2 Black
54 0 1 1 White
82 0 3 0 White
69 0 0 0 White
53 1 1 1 Black
58 1 2 2 Black
51 0 4 4 White
51 1 0 0 White
59 0 5 4 White
67 0 1 1 White
72 0 1 1 White
60 2 1 1 White
74 0 4 0 Black
57 3 6 6 Black
75 0 3 3 Black
65 0 0 0 White
72 0 4 2 White
84 0 9 9 White
73 0 2 0 White
58 0 1 1 White
75 0 1 2 White
50 1 0 0 Other
74 0 2 1 White
39 3 9 1 White
63 0 9 9 White
75 0 0 0 White
63 0 1 1 White
50 3 1 0 White
52 0 9 0 White
78 0 1 1 White
58 0 1 1 White
74 0 1 1 Black
82 0 0 0 Black
66 0 0 0 White
49 2 0 0 Hispanic.Latino
50 0 0 0 White
63 0 5 1 White
58 0 1 0 Black
73 0 4 0 White
49 2 0 0 White
62 0 1 1 White
81 1 2 2 White
63 0 9 9 White
88 0 3 3 White
73 0 9 1 White
41 3 3 3 White
44 0 0 0 Black
69 0 9 1 Other
81 0 1 1 White
69 2 9 6 White
80 0 9 0 Black
75 0 0 0 White
66 0 4 0 White
81 0 0 0 White
94 3 0 0 Black
67 0 2 2 White
76 0 1 1 White
80 0 1 1 White
76 0 0 0 White
77 0 2 2 White
60 0 0 0 Asian
33 2 0 0 White
71 1 1 1 Black
63 0 0 0 White
70 0 0 0 Black
33 3 2 2 White
18 1 3 2 Hispanic.Latino
65 0 0 0 White
51 1 6 6 White
69 0 2 2 Asian
78 0 3 3 White
64 0 1 1 White
70 0 2 2 Black
56 0 8 0 White
81 0 1 0 White
48 2 4 0 White
74 0 3 5 Black
57 0 3 3 Black
65 1 6 0 Black
79 0 1 1 White
89 1 1 1 Black
18 3 9 0 White
77 0 0 0 White
78 0 2 1 White
99 3 9 9 Hispanic.Latino
73 1 1 0 White
66 0 2 2 White
74 0 3 6 White
59 0 9 0 White
52 1 0 0 White
84 0 0 0 Black
74 0 1 3 Black
91 0 5 0 White
63 0 2 0 Hispanic.Latino
54 2 3 2 White
60 1 1 1 Black
43 1 5 5 White
75 0 2 2 Black
86 0 0 0 White
63 0 0 0 White
63 0 0 0 White
61 0 2 2 White
80 0 2 2 White
47 2 0 0 White
62 0 1 1 White
69 0 3 2 Black
62 0 5 5 White
76 3 6 6 Black
77 0 2 2 White
65 0 7 5 White
48 2 0 0 White
66 0 0 0 White
60 0 9 2 White
63 0 9 8 White
77 0 0 0 Black
68 0 1 1 Black
52 3 9 5 White
60 0 9 4 White
53 3 2 0 Black
49 1 1 1 White
76 0 2 2 White
75 0 2 0 White
69 0 2 2 White
67 0 1 6 White
84 0 0 0 Other
62 0 0 0 White
81 0 0 0 Black
79 1 5 2 White
55 0 0 0 White
70 0 0 0 Black
90 0 0 0 White
56 0 3 3 White
28 3 6 6 Black
84 0 3 1 Black
59 0 9 9 White
60 0 2 2 White
85 0 2 1 White
72 0 0 0 White
83 0 0 0 White
80 3 0 0 White
48 0 9 0 White
66 0 1 1 White
74 0 8 8 White
58 1 9 3 White
61 0 5 9 White
55 0 2 2 White
75 0 1 1 White
54 0 1 1 Black
97 3 9 9 Hispanic.Latino
52 0 4 4 Black
71 0 0 0 Black
63 0 1 9 White
59 0 2 3 Black
47 1 0 0 Black
72 0 1 1 White
59 0 4 0 White
55 0 4 1 White
71 0 3 1 White
68 0 4 2 White
40 3 0 0 White
49 1 2 2 White
61 0 9 9 White
85 0 0 0 White
42 0 0 0 Black
64 0 3 1 Black
40 2 0 0 White
53 0 3 2 White
72 0 3 1 White
81 0 0 0 White
72 0 8 5 White
60 0 1 1 White
64 0 0 0 White
87 0 0 0 White
62 1 8 0 White
80 1 2 2 White
61 0 0 0 White
71 0 1 1 Black
76 0 1 1 White
71 0 0 0 White
44 2 0 0 White
66 0 3 3 White
81 0 9 9 White
88 0 4 4 White
42 0 2 2 White
84 0 1 1 Black
71 0 0 0 White
76 0 1 0 White
80 0 3 1 White
21 3 9 9 Asian
87 0 0 0 White
59 0 0 0 White
81 0 0 0 White
63 0 0 0 Black
80 0 3 3 White
89 0 1 1 White
65 1 2 2 White
63 0 2 1 White
61 0 2 2 White
63 0 0 0 White
49 0 0 0 Other
76 0 0 0 White
49 1 2 2 White
63 0 1 1 White
82 0 3 6 White
80 1 0 0 Hispanic.Latino
82 3 1 1 Black
67 0 3 3 White
53 0 1 0 Black
77 0 5 5 White
53 1 0 0 White
81 1 6 5 Black
64 0 0 0 White
73 0 4 4 White
69 0 4 0 White
67 0 3 2 White
71 0 9 5 Black
73 0 0 0 Black
80 0 1 1 Black
49 1 9 9 White
77 0 1 2 White
77 0 1 1 Hispanic.Latino
73 0 0 0 White
77 0 1 1 White
50 2 0 0 White
69 0 2 0 White
65 0 0 0 White
56 0 2 1 Black
79 0 2 2 White
80 0 1 1 White
71 0 1 1 Black
70 0 1 0 White
76 0 2 1 White
79 0 0 0 White
73 0 1 1 White
87 0 0 0 Black
71 0 3 3 White
54 0 2 2 Black
79 0 0 0 Black
38 1 0 0 Black
66 0 4 0 White
67 0 3 3 White
62 0 2 2 Black
47 1 1 1 Asian
58 0 3 3 White
53 0 9 9 Other
73 0 2 2 White
79 0 2 2 White
68 0 9 9 White
73 0 0 0 White
79 0 1 1 Black
19 3 0 0 Hispanic.Latino
66 0 1 0 White
77 0 1 1 White
27 3 6 0 White
81 0 1 1 White
53 0 3 1 Black
53 1 0 0 Black
86 0 0 0 White
66 0 3 3 White
70 0 0 0 Black
89 3 9 0 Hispanic.Latino
40 2 9 5 Other
77 0 0 0 White
73 0 1 1 Other
45 1 1 0 White
39 2 9 2 Black
76 0 1 1 Black
58 0 2 1 Other
86 0 1 1 White
63 0 8 0 White
84 0 2 0 White
85 0 2 2 White
66 0 1 1 White
74 0 2 1 White
50 1 8 4 White
82 0 1 1 White
78 0 4 1 White
85 0 0 0 White
60 0 4 4 White
78 0 0 0 Other
60 0 2 2 White
76 0 6 1 White
79 0 0 0 White
71 0 0 0 White
68 1 0 0 Black
63 0 9 9 White
72 0 4 4 White
89 0 5 5 White
58 1 1 1 White
52 0 0 0 White
65 1 2 2 Black
46 1 2 2 White
56 0 6 1 Other
60 0 1 1 Black
64 0 0 0 White
63 0 0 0 White
81 0 0 0 White
53 0 2 2 Black
91 0 0 0 White
69 0 5 4 White
67 0 0 0 White
57 0 1 1 White
74 0 0 0 White
80 0 0 0 Black
76 0 1 5 Black
42 2 0 0 White
70 0 1 1 Black
68 0 9 1 White
70 0 0 0 White
57 0 2 1 Black
42 2 3 3 White
49 0 0 0 White
69 0 2 2 White
62 0 0 0 White
57 0 1 0 White
58 0 0 0 White
85 0 4 4 White
50 0 4 0 White
81 0 2 2 White
77 0 5 5 Black
70 0 3 3 Black
85 0 8 6 White
79 0 3 1 White
77 0 0 0 White
63 0 0 0 Black
76 0 0 0 White
81 0 0 0 White
62 0 2 2 White
74 3 0 0 White
58 0 1 1 White
64 0 1 1 Black
80 0 9 9 Black
70 0 2 1 White
72 0 1 1 Black
76 0 2 0 Black
72 0 4 3 Black
92 0 1 1 White
73 0 1 1 White
65 0 1 0 White
62 0 1 1 White
58 0 0 0 White
70 0 0 0 White
66 0 1 1 Black
76 0 1 0 White
78 0 1 1 White
86 0 1 1 White
99 0 9 9 White
84 0 3 1 White
68 0 0 0 White
83 0 1 4 White
64 0 0 0 White
63 0 0 0 White
56 0 0 0 White
76 0 0 0 White
70 0 3 0 Black
77 1 2 7 Black
69 0 1 1 White
60 0 5 0 White
78 0 0 0 White
47 1 2 0 White
55 0 9 7 White
58 0 1 1 Black
52 0 0 0 White
75 0 3 3 White
71 0 0 0 White
58 0 1 1 White
76 3 3 3 Black
78 0 1 0 White
77 0 5 5 Other
82 1 1 0 Hispanic.Latino
80 0 3 1 Black
86 0 1 1 White
52 0 9 0 White
69 0 1 1 Other
59 0 1 0 White
77 0 8 4 White
82 0 4 4 White
75 0 1 1 Black
70 0 0 0 White
67 0 9 1 White
56 0 5 3 Black
43 1 4 0 White
65 1 5 5 Black
66 0 0 0 Black
80 0 6 4 White
75 0 2 1 White
58 1 1 1 Black
83 0 2 1 White
76 0 3 3 White
84 0 9 9 Black
72 0 0 0 White
65 0 1 1 Black
66 0 0 0 Black
95 0 3 3 White
56 0 2 2 White
62 0 4 3 White
74 0 2 1 White
60 1 4 4 White
81 1 5 5 Black
56 1 0 0 Black
86 0 1 1 White
81 0 3 0 White
62 0 0 0 Black
56 0 0 0 Black
62 0 3 2 White
76 0 0 0 White
86 0 2 2 White
58 0 9 9 Black
59 0 2 2 Black
75 0 1 2 White
68 0 4 4 Black
77 0 0 0 White
47 2 2 2 Black
58 3 2 2 Other
59 0 6 6 White
56 0 0 0 Black
71 0 1 1 White
64 1 2 0 Black
73 0 0 0 White
67 0 2 6 Black
74 0 0 0 White
46 2 0 0 Hispanic.Latino
74 0 2 0 White
59 0 0 0 White
60 0 0 0 Black
85 0 3 0 White
68 0 0 0 Black
52 1 1 1 White
64 0 9 9 White
53 3 0 0 White
57 0 0 0 White
67 0 2 0 White
56 1 2 2 White
73 0 0 0 White
42 0 1 9 Black
47 2 0 0 White
59 0 1 2 Black
37 1 0 0 White
32 0 9 9 White
40 0 0 0 Black
38 3 0 0 White
74 0 0 0 White
31 2 1 9 White
46 1 0 0 White
41 1 0 0 Black
29 0 9 9 White
49 1 5 5 Black
65 0 6 6 White
64 0 3 3 White
40 0 0 0 White
42 2 6 6 White
29 1 0 0 Black
70 0 0 0 Black
54 0 3 3 White
35 2 1 1 White
37 1 0 0 White
55 2 0 0 White
22 0 0 0 White
51 1 6 6 White
91 0 0 0 White
32 1 2 0 White
30 1 5 5 White
59 0 2 2 White
47 0 9 4 White
27 0 0 0 Other
69 0 3 3 Black
39 3 0 0 Hispanic.Latino
49 3 0 0 Black
57 0 0 0 Black
37 0 6 9 Other
37 0 1 1 White
38 1 0 0 White
50 2 0 0 White
66 0 2 2 White
27 0 0 0 White
25 0 1 0 Hispanic.Latino
22 1 5 0 Other
34 0 0 0 White
38 1 0 0 White
58 1 9 0 White
33 0 0 0 White
49 0 2 2 White
50 0 5 5 White
34 1 0 0 White
47 0 9 9 Black
45 2 9 9 White
24 0 0 0 White
56 1 0 0 White
51 0 0 0 White
30 0 2 0 Black
66 0 0 0 White
59 1 0 0 White
36 1 0 0 White
33 1 0 0 White
84 0 9 2 White
40 0 0 0 White
41 2 0 0 White
48 0 0 0 White
41 3 0 0 White
53 2 0 0 White
57 2 3 2 Black
59 0 0 0 Black
72 2 0 0 Black
52 0 5 0 White
40 2 0 0 White
48 0 2 0 White
68 0 1 1 White
61 0 2 2 White
35 3 8 0 White
30 0 1 1 White
32 0 1 1 White
29 0 1 0 White
29 1 9 6 Black
34 0 0 0 White
55 3 0 0 White
48 0 0 0 White
63 0 0 0 White
46 0 0 0 White
30 0 0 0 Hispanic.Latino
24 0 2 2 White
45 2 9 9 Other
63 0 0 0 White
76 0 0 0 White
35 3 4 2 White
26 0 0 0 White
62 1 2 2 Black
36 0 1 1 White
51 0 0 0 White
32 2 0 0 White
23 0 0 0 White
57 0 1 0 Black
22 0 0 0 White
42 0 1 0 White
34 2 3 3 White
26 0 2 1 Hispanic.Latino
48 0 0 0 White
29 0 1 0 Asian
69 0 1 1 White
39 1 0 0 White
78 0 1 1 White
68 0 1 1 White
29 3 2 2 White
39 0 1 1 Black
50 2 1 0 White
66 0 0 0 White
48 1 0 0 White
18 2 0 0 Hispanic.Latino
25 0 2 6 White
36 2 2 2 White
31 2 1 1 White
64 0 2 2 White
32 0 0 0 Other
58 0 0 0 White
48 2 0 0 Hispanic.Latino
27 2 2 2 White
37 0 1 0 Hispanic.Latino
48 2 4 4 White
60 0 9 9 Black
41 2 0 0 White
24 0 3 0 Black
22 0 0 0 White
62 0 3 0 White
28 2 5 5 White
31 1 3 3 Hispanic.Latino
42 2 0 0 White
44 0 0 0 White
52 1 3 3 Hispanic.Latino
66 0 0 0 White
37 2 6 6 White
40 2 0 0 White
51 1 1 1 White
40 2 0 0 White
50 0 2 0 Black
46 2 0 0 White
32 1 0 0 White
46 3 5 5 White
32 1 2 2 Hispanic.Latino
52 0 2 2 Black
29 0 1 9 White
38 3 6 6 Other
50 1 6 6 White
28 0 2 0 White
32 1 2 2 Black
37 1 9 9 White
37 0 1 0 White
54 0 9 9 Hispanic.Latino
53 0 2 0 White
60 0 7 7 White
37 2 1 4 Black
35 1 0 0 White
33 2 9 7 White
63 0 0 0 White
36 3 0 0 Black
50 0 0 0 Black
33 2 3 1 White
41 2 9 9 White
33 1 1 1 Hispanic.Latino
43 1 2 1 Black
66 0 9 5 White
70 2 4 0 White
34 0 2 2 White
45 1 2 2 White
43 1 0 0 White
41 2 3 3 White
74 0 0 0 White
48 1 4 4 White
20 1 1 2 White
64 0 0 0 White
32 1 3 0 White
28 3 0 0 White
50 0 3 3 White
