age Q5..Children.in.HH Q6..Non.HH.Face.to.Face.Count Q7..Six.Feet.Away...If.Q6...0. Q19.20..Race...Ethnicity
43 0 1 0 Hispanic.Latino
26 1 0 0 Black
46 1 8 1 White
45 2 2 2 Hispanic.Latino
35 0 9 9 White
35 1 1 1 White
62 0 1 1 White
41 2 0 0 White
49 0 0 0 White
66 0 1 1 White
42 1 9 9 White
72 1 3 3 Other
27 0 9 0 White
44 2 1 1 White
64 0 0 0 White
30 1 0 0 White
32 3 3 3 White
26 1 4 0 White
70 0 1 1 White
29 0 9 9 Hispanic.Latino
68 0 1 1 Black
49 0 1 0 Hispanic.Latino
51 0 1 0 Black
38 2 0 0 White
69 0 0 0 White
66 0 4 6 White
33 3 6 6 White
37 3 0 0 White
28 1 9 9 Black
40 0 7 3 Black
43 1 0 0 White
54 0 0 0 White
41 1 4 4 White
32 0 3 3 Black
46 2 0 0 White
56 0 0 0 White
40 0 4 4 White
35 1 2 2 White
32 2 5 0 Hispanic.Latino
48 1 2 2 Black
35 0 2 2 White
33 1 3 3 White
36 2 9 6 Hispanic.Latino
73 0 0 0 White
26 0 0 0 Black
19 0 9 9 White
71 0 0 0 White
58 0 3 1 White
68 0 3 3 White
39 1 9 0 Hispanic.Latino
31 0 1 2 Asian
27 0 0 0 Hispanic.Latino
27 0 0 0 White
40 0 9 9 White
63 2 9 3 White
32 0 3 2 White
30 3 9 0 White
38 2 0 0 White
49 0 0 0 White
43 2 2 6 Black
33 0 0 0 White
46 0 9 2 White
32 0 9 7 White
34 0 0 0 Black
68 0 0 0 White
47 0 0 0 White
45 0 9 0 Black
37 2 1 1 White
47 2 0 0 Other
73 0 2 2 White
51 0 2 2 White
61 0 0 0 White
38 1 0 0 White
57 0 2 2 Black
22 0 0 0 Hispanic.Latino
55 0 3 3 White
64 0 0 0 White
76 0 0 0 White
49 1 2 2 Hispanic.Latino
34 2 9 9 White
29 3 5 6 Hispanic.Latino
31 2 4 4 White
30 1 9 9 White
49 0 0 0 Black
62 0 1 0 White
47 2 9 9 White
33 0 2 0 White
48 0 6 6 Black
33 3 2 2 Hispanic.Latino
38 1 2 2 White
44 3 0 0 White
49 0 9 9 White
63 0 0 0 Black
38 0 9 9 White
40 1 4 4 White
45 2 0 0 White
27 0 0 0 White
68 0 0 0 White
53 0 9 9 White
59 0 1 1 Hispanic.Latino
55 0 9 9 White
42 2 0 0 Hispanic.Latino
37 0 1 1 White
54 0 3 3 White
64 0 0 0 Black
33 1 0 0 White
26 0 3 1 White
24 0 4 4 White
67 0 1 1 White
23 0 9 9 White
40 2 9 9 White
82 0 0 0 White
40 3 0 0 White
25 0 2 2 White
38 3 0 0 White
63 0 8 8 White
60 0 0 0 White
45 1 0 0 Other
29 1 0 0 White
32 3 2 2 White
50 0 0 0 Other
36 0 0 0 White
31 3 3 3 Hispanic.Latino
34 1 0 0 Black
52 2 0 0 White
66 0 6 6 White
42 3 0 0 White
54 2 4 4 Black
41 2 0 0 Asian
68 0 0 0 White
63 0 2 0 Black
27 1 1 1 Black
27 1 3 3 White
68 0 0 0 White
23 0 4 2 White
34 2 3 3 White
62 0 2 2 Black
63 0 9 9 White
31 2 9 9 White
32 0 0 0 White
45 2 3 0 White
48 2 4 4 White
56 0 6 3 White
46 3 9 6 White
40 1 0 0 Other
24 0 0 0 White
59 3 2 2 White
80 0 0 0 White
46 0 3 3 White
60 1 0 0 Hispanic.Latino
33 0 0 0 White
48 2 1 1 White
64 0 0 0 Black
64 0 0 0 White
56 0 0 0 White
46 3 0 0 White
38 0 0 0 Black
55 1 1 2 Black
73 0 9 9 Black
46 0 5 3 White
32 0 9 9 Black
79 0 9 9 White
60 0 9 9 White
71 0 9 9 White
37 3 6 3 Black
21 2 3 2 Other
48 1 1 1 White
63 1 9 9 White
23 0 2 0 White
53 1 0 0 White
50 2 0 0 White
72 0 0 0 White
88 0 9 1 White
48 0 0 0 White
75 0 0 0 Black
58 0 1 1 White
45 1 0 0 White
61 1 1 0 White
46 2 0 0 White
32 0 9 9 White
33 1 4 3 White
25 1 0 0 Black
25 0 2 2 Hispanic.Latino
58 0 0 0 Black
45 3 0 0 White
22 0 3 0 Black
38 0 0 0 White
46 2 0 0 White
58 0 0 0 White
34 0 9 1 Black
40 1 0 0 White
24 0 4 3 White
76 0 3 3 Black
31 1 9 0 White
30 1 9 7 White
65 0 1 1 Black
48 1 1 1 White
31 0 5 5 White
50 2 1 1 White
32 0 0 0 Black
64 0 1 0 White
56 0 9 9 White
32 1 9 9 White
67 0 0 0 White
33 0 0 0 Hispanic.Latino
84 0 1 0 White
53 0 3 3 White
26 0 3 2 White
66 0 0 0 Other
30 1 1 1 White
27 2 9 9 White
31 0 0 0 White
41 2 0 0 White
49 1 0 0 White
38 1 0 0 White
64 0 9 9 White
40 0 1 1 Asian
49 1 5 5 White
33 1 0 0 White
25 0 0 0 White
72 0 0 0 Asian
56 0 9 9 White
49 0 4 4 White
53 1 0 0 White
37 3 0 0 White
60 0 0 0 Black
48 1 0 0 Hispanic.Latino
34 0 2 2 White
54 1 0 0 White
45 1 9 9 Black
32 1 2 2 White
22 0 0 0 White
41 3 9 9 White
23 0 0 0 White
66 0 1 1 White
38 3 0 0 White
65 0 0 0 White
69 0 2 2 White
31 3 3 3 Black
40 0 6 6 Black
21 2 1 1 White
73 0 0 0 Black
72 0 1 0 White
61 1 2 6 Black
23 3 3 2 Hispanic.Latino
26 0 2 2 Other
38 0 0 0 White
32 3 0 0 White
60 1 0 0 White
80 0 3 1 White
37 2 9 0 Black
23 0 0 0 Black
61 3 9 0 Asian
31 2 2 1 Black
72 0 2 2 White
37 0 4 0 Other
48 2 2 1 White
25 0 9 0 White
44 3 0 0 Hispanic.Latino
54 2 2 2 White
50 2 4 4 White
64 0 9 9 White
47 0 0 0 White
46 1 3 3 White
24 0 0 0 Hispanic.Latino
38 1 0 0 White
32 0 7 4 Black
61 0 0 0 White
31 1 0 0 Black
39 2 0 0 White
41 2 0 0 White
49 0 0 0 White
30 0 9 9 White
48 1 4 4 White
31 0 9 2 White
45 0 0 0 White
39 3 1 1 Black
50 2 8 8 White
47 0 4 0 White
42 1 8 0 White
56 0 2 2 White
43 0 0 0 Black
56 2 4 4 White
48 0 0 0 White
59 2 0 0 Black
61 0 3 3 White
49 0 3 3 White
78 0 1 0 White
47 3 4 2 White
70 0 0 0 White
56 0 9 4 White
49 0 9 4 White
74 0 5 4 White
51 2 0 0 Black
61 0 1 0 White
82 0 0 0 Black
51 0 3 3 White
77 0 0 0 White
74 0 1 1 White
71 0 9 9 Black
64 0 0 0 White
68 2 1 1 White
86 0 2 2 White
73 0 2 2 White
69 0 0 0 White
69 0 2 2 Black
79 0 0 0 Black
72 0 7 6 White
64 0 1 1 Other
49 1 0 0 White
82 0 3 3 White
55 0 4 3 White
69 0 3 1 White
22 2 0 0 White
68 0 0 0 White
68 0 0 0 White
76 0 3 2 Black
63 0 0 0 White
76 0 0 0 White
43 1 3 3 Black
53 3 0 0 Black
48 1 1 0 White
74 0 2 2 Black
89 0 8 8 White
53 0 5 9 White
83 0 5 5 White
81 0 9 9 White
90 0 2 2 Black
56 0 0 0 White
63 0 6 2 White
79 0 2 1 White
83 0 1 0 White
70 0 0 0 Black
46 2 4 2 White
80 0 3 3 Black
63 0 0 0 White
77 0 5 0 White
72 0 0 0 White
59 0 4 4 White
77 0 4 4 White
75 0 0 0 White
79 0 4 2 White
64 0 2 2 White
48 1 3 1 White
26 3 0 0 White
71 0 4 0 White
63 1 0 0 White
60 0 0 0 White
73 0 2 2 White
71 1 1 1 Black
80 0 0 0 White
82 0 2 2 White
69 0 9 6 White
81 0 1 1 White
52 0 9 9 White
59 0 1 1 White
46 2 2 2 White
55 0 3 1 White
67 0 9 0 Black
79 0 4 4 White
54 2 7 2 White
30 0 6 4 White
73 0 1 1 Black
69 0 4 0 Black
92 0 0 0 White
72 1 8 8 White
33 1 0 0 White
88 0 9 9 Black
67 0 0 0 Black
70 0 2 2 White
59 3 2 2 Other
85 0 9 9 White
71 1 1 1 Black
51 0 2 2 White
75 0 1 0 White
78 0 3 3 White
77 0 1 1 White
49 1 0 0 White
53 1 1 1 Hispanic.Latino
39 0 0 0 Black
77 0 0 0 White
60 0 2 2 White
64 0 2 2 White
92 0 1 1 White
64 0 3 2 White
65 0 5 5 Black
66 0 3 3 White
71 0 0 0 White
90 0 1 1 White
74 0 9 9 White
61 0 9 9 White
59 0 0 0 White
77 0 4 9 White
33 2 9 5 White
59 0 1 1 White
80 0 0 0 Black
68 1 4 4 Black
72 0 3 3 White
66 0 0 0 Black
73 0 0 0 White
91 0 2 2 White
70 0 0 0 White
74 0 1 1 Black
52 0 3 3 White
44 0 0 0 Hispanic.Latino
72 2 3 3 White
79 0 3 3 White
84 0 0 0 White
60 0 0 0 White
77 0 0 0 Black
82 0 0 0 White
50 0 1 1 Black
54 0 0 0 White
81 0 1 1 Black
83 0 1 1 White
63 0 5 9 White
73 0 4 0 White
88 0 1 1 Black
74 0 9 9 White
76 0 0 0 Black
57 0 1 1 White
72 0 0 0 White
80 0 4 4 White
82 0 1 1 White
63 0 0 0 White
64 0 3 3 White
60 0 0 0 Hispanic.Latino
83 0 1 1 White
79 0 1 1 Black
52 0 5 2 White
53 0 2 2 White
82 0 0 0 Black
85 0 2 2 White
83 0 2 0 White
65 0 5 2 White
54 0 2 2 Black
70 0 0 0 White
80 0 1 1 White
65 2 9 9 White
64 0 6 4 White
84 0 2 1 White
70 1 5 5 Black
62 0 1 1 White
75 0 0 0 Black
90 0 0 0 White
81 0 9 9 White
74 0 5 5 Black
76 0 9 5 White
58 1 2 1 Hispanic.Latino
66 0 2 2 White
83 0 0 0 White
68 1 3 6 White
35 0 3 1 Hispanic.Latino
87 3 0 0 White
83 0 3 2 White
59 0 0 0 White
87 0 9 9 Black
85 0 5 5 White
70 0 0 0 Black
68 0 0 0 White
80 0 0 0 White
68 0 6 1 White
60 0 2 2 White
70 0 0 0 White
72 0 2 2 Black
77 0 0 0 White
55 3 5 2 White
75 0 9 9 White
63 2 1 1 White
20 1 1 0 Asian
79 0 4 4 White
70 0 0 0 White
57 0 2 1 White
57 0 5 0 White
81 0 3 3 White
76 0 0 0 White
58 0 1 1 White
62 1 0 0 White
62 0 0 0 White
83 0 9 9 Black
42 0 4 3 Black
78 0 0 0 White
73 0 0 0 White
59 0 3 3 Hispanic.Latino
45 0 3 3 White
67 0 3 0 White
73 0 3 3 White
67 0 3 9 Black
74 0 1 1 White
42 2 0 0 White
67 0 0 0 White
65 0 0 0 White
74 1 0 0 White
77 0 1 1 White
85 1 0 0 White
85 0 1 1 Black
60 0 5 0 White
66 0 0 0 White
66 1 0 0 White
82 0 0 0 White
81 0 1 1 Black
79 0 1 0 White
60 0 2 1 White
72 0 0 0 White
71 0 2 0 Black
47 2 0 0 White
88 2 0 0 White
76 0 2 1 White
76 0 1 1 White
67 0 8 0 White
62 0 1 1 White
78 0 4 2 White
89 0 0 0 Hispanic.Latino
75 0 2 2 White
43 0 9 0 White
81 0 9 9 White
92 0 2 0 White
62 0 1 1 Black
76 0 0 0 Black
83 0 0 0 Black
61 0 3 2 White
80 0 1 1 White
91 0 0 0 White
60 0 0 0 White
67 0 3 3 Black
54 0 1 1 White
46 2 2 2 White
77 0 4 3 White
69 0 2 2 White
72 0 9 1 White
69 0 1 1 White
64 0 0 0 White
61 0 1 9 White
65 0 6 4 Black
50 1 2 2 White
78 0 0 0 White
74 0 7 2 White
71 0 0 0 White
76 0 0 0 White
72 0 9 9 White
78 3 4 9 White
85 3 1 1 White
82 0 1 1 White
58 1 7 7 Black
69 0 5 6 White
75 3 5 1 White
56 1 0 0 White
74 0 0 0 White
73 3 2 2 Black
80 0 3 4 White
82 0 1 0 White
71 0 0 0 White
79 0 1 0 White
72 0 6 0 White
72 0 1 1 White
82 0 3 2 White
86 0 0 0 White
81 0 9 9 Black
53 0 9 9 White
84 0 1 1 White
61 2 0 0 White
67 0 0 0 White
64 0 0 0 Black
75 2 5 3 Hispanic.Latino
88 0 0 0 White
57 0 4 4 Black
58 0 2 2 White
63 1 3 3 Black
66 0 2 1 White
78 0 1 1 Black
69 0 1 0 Black
69 0 0 0 Black
62 0 5 5 White
81 0 2 2 White
58 0 1 0 White
83 0 4 4 White
42 1 2 2 Black
58 1 0 0 White
61 1 2 1 Black
51 0 9 9 White
85 0 0 0 White
81 0 1 1 White
67 1 9 7 White
99 0 1 0 Other
49 2 9 3 White
63 0 2 2 Black
78 0 1 1 White
59 0 2 2 White
70 0 0 0 Black
76 1 2 2 White
56 0 5 5 Black
75 0 0 0 White
75 0 9 9 Black
67 0 2 2 White
52 1 3 3 White
29 3 9 7 Asian
53 1 9 9 White
66 1 2 2 Black
50 0 0 0 White
77 0 0 0 White
85 0 0 0 Black
75 0 1 1 White
58 0 1 1 White
38 2 0 0 White
66 0 0 0 White
65 0 1 1 White
88 0 1 0 White
49 1 5 5 White
79 0 1 1 White
73 0 1 1 Black
55 0 9 9 White
76 0 9 1 White
60 3 4 4 Black
75 0 0 0 White
78 0 2 0 Black
78 0 1 0 White
79 0 0 0 White
82 0 0 0 White
77 0 2 1 White
62 0 0 0 Other
76 0 5 5 White
67 0 1 9 White
70 0 1 1 White
73 0 1 2 White
51 1 9 3 White
71 0 3 0 Black
66 0 2 2 Black
79 0 2 2 White
60 0 5 0 White
89 0 0 0 White
64 0 1 1 White
64 0 1 0 White
84 0 5 1 White
60 0 2 1 Black
55 3 3 3 White
50 1 9 9 White
57 2 0 0 Black
51 0 4 0 Black
60 0 0 0 White
76 0 0 0 White
72 0 3 3 White
67 0 0 0 White
78 0 4 2 White
54 0 1 1 Black
66 1 1 0 White
77 0 0 0 Other
85 0 0 0 Black
52 0 9 0 White
50 0 5 4 Black
75 0 0 0 White
78 0 0 0 White
78 0 2 1 White
77 0 1 9 White
57 0 0 0 Black
22 2 9 0 Black
95 0 9 9 White
73 0 3 3 White
80 1 0 0 Black
45 0 1 1 White
90 0 4 0 White
76 0 5 0 Black
72 0 4 3 White
74 0 1 1 White
72 0 1 0 Black
65 0 0 0 White
86 0 9 0 White
74 0 2 2 White
70 0 0 0 Black
60 1 5 1 White
77 0 0 0 White
69 0 5 3 Black
65 0 0 0 White
62 0 3 3 Black
69 0 1 1 White
82 0 2 2 White
62 0 2 2 Black
38 0 3 2 White
80 0 1 0 White
74 0 1 1 White
62 0 9 0 White
63 0 3 3 White
70 0 9 0 White
84 0 2 2 White
67 0 0 0 White
63 0 0 0 White
48 0 9 9 White
52 0 5 3 White
72 0 0 0 White
28 0 2 2 White
80 0 2 0 Other
82 0 9 5 White
86 0 0 0 White
91 0 2 1 White
75 0 2 2 White
82 0 2 6 White
92 0 4 4 White
60 0 3 3 White
77 0 1 1 White
54 0 9 9 White
77 0 1 1 White
57 0 2 2 Black
70 0 2 1 White
77 0 9 4 White
72 0 1 1 Black
65 0 1 1 White
56 0 1 1 White
70 0 2 0 White
74 0 2 2 White
71 1 1 1 White
82 0 2 1 Black
76 0 0 0 White
60 0 9 9 White
67 0 1 0 White
62 1 9 6 White
63 0 1 1 White
70 0 5 3 White
71 0 1 1 Black
55 0 9 1 Hispanic.Latino
67 0 9 2 White
81 3 0 0 White
70 1 3 3 Black
87 0 4 4 White
77 2 2 2 White
89 0 3 0 White
59 2 5 4 Black
82 0 1 1 White
81 0 3 3 White
59 0 2 2 White
83 0 1 1 White
41 3 0 0 White
76 0 0 0 Other
66 0 3 3 Black
65 0 7 3 White
80 0 2 2 Black
71 0 2 1 White
66 0 3 3 Black
67 0 3 2 White
74 0 5 5 White
62 0 1 1 White
69 0 2 2 White
46 1 9 1 White
76 0 0 0 White
62 0 5 4 White
46 2 0 0 Black
77 0 0 0 White
64 0 9 9 White
65 0 9 0 White
67 0 1 0 White
82 0 0 0 Black
60 0 1 1 White
80 0 0 0 Black
68 0 0 0 White
62 0 9 9 White
66 0 3 3 White
82 0 0 0 White
55 0 3 1 White
30 0 1 1 Other
57 1 0 0 White
82 0 1 9 White
59 0 5 2 Black
39 2 9 9 Other
70 0 3 4 Black
82 0 4 2 Black
52 1 1 1 White
60 0 3 3 White
71 0 0 0 White
82 0 0 0 White
73 0 2 2 Black
49 0 1 1 White
76 0 3 6 Black
57 0 9 9 White
73 0 0 0 White
86 0 0 0 White
69 0 9 9 White
61 0 0 0 White
74 0 0 0 White
46 1 5 0 White
71 0 2 2 Black
75 0 2 0 White
85 0 0 0 White
70 2 4 0 White
81 1 0 0 Black
72 0 1 1 Black
52 0 2 2 White
68 0 9 0 Other
84 0 0 0 White
50 0 6 5 White
74 0 1 1 White
80 0 0 0 Black
93 0 9 3 White
48 0 4 1 White
70 0 2 1 White
75 3 3 3 Black
67 3 4 0 White
75 0 5 2 White
85 0 2 0 Black
83 1 0 0 White
73 0 2 2 White
57 0 2 1 White
75 0 1 1 White
73 0 1 0 White
64 0 0 0 White
42 3 0 0 White
70 0 0 0 White
83 0 3 3 White
81 0 0 0 Black
64 0 1 1 White
70 0 9 9 White
72 0 0 0 White
72 0 1 1 White
87 0 9 9 White
56 0 2 2 White
61 0 4 4 White
76 0 2 2 White
85 0 1 0 Black
82 0 3 1 Black
70 0 3 0 White
64 3 0 0 Black
68 0 0 0 Black
85 0 0 0 White
75 0 2 0 Black
52 0 9 9 White
85 0 1 0 Black
63 0 0 0 Black
75 0 5 5 White
74 0 9 9 White
65 0 0 0 White
61 1 0 0 White
80 3 0 0 Black
65 0 1 1 White
78 0 3 3 Black
50 0 4 1 White
71 0 1 1 White
60 0 1 1 White
89 0 0 0 White
60 1 2 2 Black
68 0 9 9 White
85 1 1 1 Black
78 0 6 2 White
63 0 2 1 White
77 0 0 0 White
71 0 4 4 Black
90 0 2 2 White
81 0 9 9 White
61 0 0 0 Black
76 0 0 0 White
81 0 9 1 White
60 0 1 1 Black
82 0 0 0 White
49 2 9 9 White
73 0 1 1 Black
46 2 5 5 Black
58 1 2 2 Black
71 0 3 0 White
69 0 6 6 Other
65 0 0 0 Other
58 3 0 0 White
56 0 0 0 Other
75 0 1 1 White
64 0 0 0 Black
43 2 1 1 White
93 0 5 3 White
77 0 1 1 White
66 0 0 0 Black
76 0 3 3 Black
83 0 0 0 White
48 2 0 0 Black
53 0 9 7 Black
51 1 1 1 White
76 0 9 9 Black
83 0 5 3 White
65 2 0 0 White
66 0 2 2 White
75 0 2 2 Black
78 0 1 1 White
51 0 1 1 White
71 0 3 0 White
75 0 1 1 White
80 0 0 0 Other
66 0 0 0 White
77 0 2 2 White
77 0 1 9 White
79 0 4 4 White
80 0 6 6 White
63 0 2 0 White
82 0 2 2 White
80 0 5 0 White
50 0 4 4 White
67 2 9 9 White
74 0 9 6 Black
77 0 2 0 White
63 2 6 2 White
71 0 9 1 Black
69 0 0 0 White
58 0 0 0 White
69 0 0 0 White
73 0 0 0 White
85 0 1 0 White
60 0 6 0 White
59 0 2 1 White
57 1 1 1 Black
87 0 6 0 White
65 0 4 4 Black
72 0 0 0 White
88 0 0 0 White
70 0 1 2 White
75 0 9 9 Black
59 0 4 2 White
44 1 0 0 White
64 0 1 1 White
50 0 4 4 White
64 0 3 2 Black
70 0 1 1 White
79 0 0 0 Black
80 0 0 0 White
75 0 9 0 White
84 0 1 1 White
69 0 0 0 White
80 0 1 1 White
61 0 1 1 White
74 0 1 0 White
79 0 5 1 White
72 0 0 0 Black
67 0 2 2 Other
40 0 2 2 White
81 0 3 3 White
60 0 0 0 White
64 0 4 2 Black
59 1 1 1 Other
70 0 5 0 White
78 0 3 3 White
75 0 0 0 White
79 1 2 0 White
73 0 8 0 White
68 0 8 8 White
63 2 3 2 White
52 1 5 5 White
62 3 1 2 White
78 0 2 0 Black
81 0 2 0 Black
42 3 9 9 White
77 2 2 2 Black
73 0 1 0 White
47 1 9 5 White
88 0 1 1 White
47 3 0 0 White
61 0 1 1 White
77 0 0 0 White
82 0 1 1 White
53 0 1 1 Asian
79 0 2 2 White
89 0 1 0 White
92 0 1 1 White
67 0 4 0 White
81 0 4 1 White
51 0 4 5 Black
72 0 3 3 White
54 1 5 5 Black
40 2 2 2 Black
36 0 1 1 Black
97 0 5 5 White
89 0 2 2 White
84 0 1 1 White
82 0 1 1 White
48 1 0 0 White
74 0 4 4 White
69 0 0 0 Black
77 0 1 1 White
56 0 3 3 Black
61 0 0 0 White
65 0 2 0 White
63 0 9 6 White
78 0 1 1 Black
63 0 2 2 Black
46 1 3 3 White
82 0 1 1 Black
79 0 3 2 White
53 1 0 0 Black
76 0 4 0 White
78 0 4 0 Black
58 0 0 0 White
75 0 0 0 White
46 2 1 1 White
42 0 0 0 White
79 0 3 2 White
47 1 2 2 Black
87 0 1 0 White
74 0 1 5 White
65 0 9 6 White
44 2 9 9 White
54 0 2 2 Black
58 0 1 1 Black
62 0 1 1 Black
87 0 2 2 Black
68 0 0 0 White
85 0 1 1 White
73 0 5 5 White
85 0 3 3 White
63 0 2 2 White
64 0 4 4 White
88 0 1 0 White
40 1 1 1 White
74 0 0 0 White
30 0 5 4 White
74 0 0 0 White
69 0 3 3 Black
65 0 0 0 White
89 0 1 1 White
70 0 1 1 White
53 0 3 0 White
82 0 0 0 White
61 0 0 0 White
74 0 4 2 White
85 0 1 2 White
55 0 6 2 White
70 0 1 0 White
64 0 2 2 White
63 0 1 1 White
70 0 2 1 White
57 0 2 1 Black
91 0 0 0 White
48 2 0 0 White
76 0 2 2 White
68 0 2 2 White
79 0 1 0 White
45 1 3 3 White
60 0 1 1 White
57 0 2 0 Black
54 1 2 2 White
61 1 1 1 Black
85 0 9 9 White
66 3 0 0 White
47 1 3 3 Black
70 0 1 1 Hispanic.Latino
92 0 1 1 White
68 0 5 3 Black
78 0 3 1 Black
83 0 9 0 White
66 0 0 0 White
73 0 3 0 White
81 2 0 0 White
60 0 0 0 White
73 0 2 2 White
58 0 0 0 Black
57 0 4 2 White
58 0 1 1 White
59 0 1 1 White
49 0 2 2 Black
88 0 3 1 White
76 0 0 0 White
73 0 1 1 Black
64 0 1 1 White
73 0 2 1 White
81 0 5 5 White
64 0 2 2 Other
70 1 1 2 Black
83 0 9 6 White
80 0 9 9 White
69 0 4 4 Black
87 0 2 2 Black
68 0 9 9 Other
70 0 3 2 White
66 0 5 4 White
56 1 9 9 White
54 0 2 1 Black
73 0 2 0 White
36 3 4 4 White
66 0 0 0 Other
53 1 5 3 Black
75 1 1 1 Black
68 0 1 9 Black
82 0 2 0 Black
66 0 0 0 Black
72 0 6 0 Black
86 0 4 5 White
47 0 5 5 Black
76 0 6 4 White
87 0 1 1 White
94 0 9 9 White
87 0 0 0 White
66 0 7 4 White
71 0 9 9 White
50 1 0 0 Hispanic.Latino
48 0 5 5 White
83 0 5 5 White
82 0 1 6 Black
50 0 9 1 White
64 0 5 4 White
42 0 0 0 Black
75 0 2 2 White
45 0 0 0 White
21 0 0 0 White
66 0 6 1 White
57 0 3 3 White
77 0 3 2 White
87 0 0 0 White
80 1 4 0 Black
36 0 3 1 White
72 0 2 3 White
75 0 2 2 White
84 0 0 0 Black
59 0 2 0 White
87 3 2 0 White
69 0 9 2 White
57 0 8 0 White
73 0 1 1 White
47 1 9 9 White
78 0 6 6 White
75 0 9 9 White
55 0 1 1 White
72 0 7 0 White
50 2 2 0 White
68 0 1 1 White
94 0 0 0 White
75 0 1 1 White
84 0 1 1 White
80 0 1 1 White
78 0 0 0 White
68 0 3 0 Black
61 0 9 9 White
89 0 0 0 White
59 0 7 1 Black
89 0 2 0 Black
64 0 9 9 White
83 0 8 8 White
75 0 0 0 Black
59 0 5 3 White
52 0 2 1 White
79 0 3 2 Black
57 0 0 0 Black
62 0 2 2 White
57 1 2 1 White
69 1 9 4 White
62 0 0 0 White
83 0 3 3 White
82 0 1 1 White
70 0 1 1 Black
85 0 1 1 White
87 0 1 0 Black
57 0 0 0 Other
80 0 2 2 White
40 3 1 0 Black
71 0 4 2 White
56 0 9 3 Black
83 0 0 0 White
46 2 2 1 White
77 0 1 1 White
69 1 6 6 Black
76 0 1 1 Black
67 0 3 2 Black
52 0 4 2 White
60 0 1 1 White
81 0 3 1 White
68 0 0 0 Black
24 1 3 3 Hispanic.Latino
87 0 2 0 White
36 2 0 0 White
83 0 9 0 White
55 2 9 6 White
73 0 3 2 Black
55 0 2 1 White
70 0 2 2 Black
54 0 2 1 White
92 0 1 0 White
63 0 1 1 Black
69 0 4 2 White
66 0 4 1 White
84 0 4 2 White
71 0 2 2 Black
67 0 3 3 Black
77 0 0 0 White
63 0 2 2 White
75 0 9 5 White
78 0 9 1 White
72 0 0 0 White
88 0 9 9 White
60 0 5 5 Black
69 3 3 3 Black
67 0 7 0 White
63 0 9 2 White
65 0 0 0 White
39 0 1 1 White
75 0 2 2 White
80 0 0 0 White
65 0 4 0 White
68 0 2 2 White
65 0 9 9 White
69 0 9 1 White
75 0 0 0 White
65 0 1 1 Black
39 0 2 1 White
86 0 0 0 White
68 0 1 1 White
81 0 9 9 White
50 1 0 0 Black
78 0 2 2 Black
55 0 1 1 White
78 0 6 6 White
72 0 5 5 White
81 0 3 0 White
78 0 1 1 Black
77 0 0 0 White
73 0 5 1 White
39 3 2 2 Black
50 1 0 0 White
62 0 0 0 White
53 2 0 0 Other
62 2 9 9 White
72 0 3 6 White
75 0 1 1 White
87 0 3 1 White
82 0 0 0 White
61 0 4 2 White
77 0 1 1 Black
65 1 1 6 Black
62 0 5 2 Black
37 1 9 5 White
58 0 2 2 White
54 0 1 0 Black
86 0 3 3 White
84 0 9 9 White
52 2 3 3 White
84 0 4 4 White
72 0 0 0 White
65 0 0 0 Black
61 0 2 2 White
67 0 0 0 White
83 0 0 0 White
48 1 9 9 Other
55 0 8 4 White
65 0 1 1 Black
45 2 9 0 Hispanic.Latino
57 0 9 3 White
71 0 1 1 White
46 0 9 9 White
80 0 8 0 White
57 0 2 2 White
62 0 3 2 White
30 0 2 2 White
89 0 7 4 White
86 0 2 1 White
75 0 1 1 White
71 0 1 1 White
55 3 2 2 White
22 0 0 0 Black
92 0 1 1 White
61 0 4 0 White
87 0 1 0 White
79 0 5 5 White
56 0 9 9 White
70 0 1 1 White
90 0 1 9 White
77 0 0 0 Black
67 0 0 0 Black
73 0 0 0 White
63 0 5 3 White
70 0 9 9 Black
73 0 1 1 White
73 0 9 9 White
51 0 1 1 White
72 0 9 9 White
76 0 7 8 White
83 0 9 9 White
61 0 3 0 White
75 0 2 2 White
69 0 2 0 Black
80 0 6 2 White
59 0 1 1 Black
71 0 3 1 White
79 0 0 0 Black
74 0 6 9 White
67 0 9 9 Black
70 0 1 1 Black
68 0 1 1 White
74 0 9 5 Black
77 3 0 0 White
69 0 0 0 White
58 3 9 9 White
62 0 1 0 White
52 0 5 2 Black
55 0 2 1 Other
84 0 2 0 White
79 0 3 3 White
32 2 9 3 Black
62 0 0 0 White
52 1 9 0 White
68 0 2 1 Other
80 0 5 9 White
69 0 1 1 White
71 0 6 1 White
55 0 0 0 White
40 2 9 0 White
83 0 3 3 White
65 1 1 1 Black
64 0 1 1 White
42 1 9 9 Other
49 2 1 0 White
68 1 3 0 Black
55 1 1 1 White
75 0 0 0 White
69 0 2 2 White
60 0 1 1 Other
86 0 1 9 White
69 0 3 3 White
23 0 5 5 Other
72 0 9 9 White
58 0 1 1 White
65 0 5 3 White
66 1 3 3 Black
76 0 9 9 White
62 0 0 0 Other
45 2 2 2 White
75 0 0 0 Hispanic.Latino
82 0 5 1 White
72 0 5 0 White
73 0 6 4 White
70 0 0 0 White
71 0 2 3 White
92 0 0 0 White
66 1 0 0 White
67 1 0 0 Hispanic.Latino
70 0 1 0 White
74 0 0 0 White
90 0 0 0 White
62 0 1 1 White
57 0 2 3 Asian
71 1 6 4 Black
36 1 0 0 Black
75 0 2 2 White
