age Q1..Health.Quality DEMOGRAPHICS...GENDER Q4..Number.of.People.in.HH Q5..Children.in.HH Q18..College.Degree Q19.20..Race...Ethnicity week trump_approve_score Social.Distancing.Adherence age_race_ethnicity_asian age_race_ethnicity_black age_race_ethnicity_hispanic age_race_ethnicity_other age_race_ethnicity_white
34 2 Male 4 2 FALSE White 2 3 1 0 0 0 0 34
68 2 Male 2 0 FALSE Black 2 1 1 0 68 0 0 0
55 1 Female 1 0 FALSE White 2 5 0 0 0 0 0 55
79 0 Female 3 0 FALSE Other 2 1 1 0 0 0 79 0
59 2 Female 2 0 TRUE Other 2 1 0 0 0 0 59 0
50 2 Male 6 3 TRUE Black 2 1 1 0 50 0 0 0
73 1 Female 2 0 FALSE White 2 5 1 0 0 0 0 73
73 2 Female 1 0 FALSE White 2 3 1 0 0 0 0 73
57 3 Male 2 0 TRUE White 2 3 1 0 0 0 0 57
59 3 Female 3 1 FALSE White 2 2 0 0 0 0 0 59
78 2 Female 3 1 FALSE White 2 5 1 0 0 0 0 78
72 3 Male 4 0 TRUE Other 2 1 0 0 0 0 72 0
81 0 Female 3 1 FALSE White 2 5 0 0 0 0 0 81
62 1 Female 3 1 FALSE Black 2 1 1 0 62 0 0 0
77 2 Female 2 1 FALSE White 2 1 1 0 0 0 0 77
66 2 Male 2 0 TRUE White 2 3 0 0 0 0 0 66
65 2 Female 2 0 FALSE Black 2 1 1 0 65 0 0 0
81 0 Female 1 0 FALSE White 2 5 1 0 0 0 0 81
63 2 Male 2 0 FALSE White 2 3 0 0 0 0 0 63
82 2 Male 2 0 FALSE White 2 2 1 0 0 0 0 82
77 3 Female 4 0 FALSE White 2 5 1 0 0 0 0 77
64 2 Female 2 0 FALSE Black 2 1 1 0 64 0 0 0
68 2 Male 2 0 FALSE Black 2 1 0 0 68 0 0 0
79 3 Female 2 0 TRUE White 2 5 0 0 0 0 0 79
32 2 Male 9 0 FALSE White 2 1 0 0 0 0 0 32
67 0 Female 2 0 FALSE White 2 4 1 0 0 0 0 67
82 2 Female 1 0 FALSE White 2 3 1 0 0 0 0 82
80 2 Male 3 0 TRUE Black 2 1 1 0 80 0 0 0
58 3 Male 6 2 FALSE White 2 5 0 0 0 0 0 58
89 1 Female 9 0 TRUE White 2 5 1 0 0 0 0 89
73 3 Female 2 0 FALSE White 2 5 1 0 0 0 0 73
81 1 Male 2 1 FALSE White 2 5 1 0 0 0 0 81
44 2 Male 4 2 FALSE Black 2 1 0 0 44 0 0 0
81 2 Female 2 0 FALSE White 2 5 1 0 0 0 0 81
68 2 Female 2 0 FALSE Black 2 1 0 0 68 0 0 0
67 3 Female 2 0 TRUE White 2 5 1 0 0 0 0 67
69 2 Female 2 0 FALSE White 2 3 1 0 0 0 0 69
81 2 Female 3 0 FALSE White 2 2 0 0 0 0 0 81
58 3 Female 4 0 TRUE Black 2 1 1 0 58 0 0 0
85 3 Female 2 0 FALSE White 2 1 1 0 0 0 0 85
77 2 Male 1 0 FALSE White 2 3 0 0 0 0 0 77
47 2 Male 4 0 TRUE Asian 2 4 1 47 0 0 0 0
91 1 Male 2 0 TRUE White 2 2 1 0 0 0 0 91
71 2 Male 2 0 FALSE White 2 5 0 0 0 0 0 71
53 3 Male 3 1 FALSE Black 2 1 1 0 53 0 0 0
75 3 Male 2 0 TRUE White 2 3 1 0 0 0 0 75
78 1 Female 2 0 FALSE Black 2 1 0 0 78 0 0 0
97 3 Female 1 0 TRUE White 2 1 1 0 0 0 0 97
64 2 Male 3 0 FALSE White 2 5 0 0 0 0 0 64
83 1 Female 3 0 FALSE White 2 3 1 0 0 0 0 83
86 3 Male 2 0 TRUE White 2 5 1 0 0 0 0 86
75 2 Female 2 0 FALSE White 2 5 1 0 0 0 0 75
49 1 Male 2 0 FALSE White 2 5 0 0 0 0 0 49
80 0 Female 2 0 FALSE Black 2 1 0 0 80 0 0 0
54 1 Female 3 0 TRUE White 2 5 0 0 0 0 0 54
88 2 Male 1 0 TRUE White 2 3 1 0 0 0 0 88
87 2 Male 1 0 FALSE Black 2 1 0 0 87 0 0 0
70 3 Female 2 0 TRUE White 2 2 0 0 0 0 0 70
67 2 Male 2 0 FALSE White 2 1 0 0 0 0 0 67
66 3 Female 3 0 TRUE White 2 1 0 0 0 0 0 66
58 3 Male 6 3 FALSE White 2 5 1 0 0 0 0 58
66 3 Male 1 0 FALSE White 2 1 0 0 0 0 0 66
73 3 Female 1 0 FALSE White 2 4 0 0 0 0 0 73
93 2 Female 3 0 TRUE Black 2 1 0 0 93 0 0 0
70 2 Female 2 0 TRUE Black 2 1 0 0 70 0 0 0
67 2 Female 4 2 FALSE Black 2 1 0 0 67 0 0 0
66 2 Female 4 0 FALSE White 2 4 1 0 0 0 0 66
67 2 Female 2 0 FALSE Black 2 1 1 0 67 0 0 0
90 3 Male 2 0 TRUE White 2 5 0 0 0 0 0 90
73 2 Female 1 0 FALSE White 2 1 1 0 0 0 0 73
74 3 Male 2 0 FALSE White 2 3 0 0 0 0 0 74
55 3 Male 2 0 FALSE Black 2 1 0 0 55 0 0 0
64 3 Female 1 1 FALSE Black 2 1 1 0 64 0 0 0
65 2 Male 2 0 FALSE White 2 1 1 0 0 0 0 65
69 3 Female 2 0 FALSE White 2 5 1 0 0 0 0 69
64 0 Female 1 2 TRUE Hispanic.Latino 2 2 1 0 0 64 0 0
67 3 Female 2 0 FALSE Black 2 1 0 0 67 0 0 0
78 2 Female 2 0 TRUE White 2 5 1 0 0 0 0 78
61 2 Female 5 2 FALSE Black 2 1 0 0 61 0 0 0
52 2 Female 4 1 TRUE White 2 1 0 0 0 0 0 52
92 3 Female 2 0 FALSE White 2 1 1 0 0 0 0 92
78 1 Male 1 0 TRUE White 2 2 1 0 0 0 0 78
71 1 Male 2 0 TRUE White 2 5 1 0 0 0 0 71
64 2 Female 1 0 FALSE Black 2 1 0 0 64 0 0 0
50 1 Male 3 1 TRUE Black 2 1 0 0 50 0 0 0
91 3 Female 4 0 FALSE White 2 5 1 0 0 0 0 91
68 2 Female 2 0 TRUE Black 2 1 1 0 68 0 0 0
66 2 Female 3 0 FALSE Black 2 1 1 0 66 0 0 0
50 3 Male 3 0 TRUE White 2 5 1 0 0 0 0 50
48 3 Female 5 1 TRUE Black 2 2 1 0 48 0 0 0
87 3 Female 3 0 FALSE White 2 5 0 0 0 0 0 87
86 2 Female 1 0 FALSE White 2 3 0 0 0 0 0 86
84 2 Male 2 0 TRUE White 2 5 1 0 0 0 0 84
77 3 Female 1 0 TRUE White 2 5 0 0 0 0 0 77
63 3 Male 3 0 FALSE White 2 5 0 0 0 0 0 63
85 3 Female 3 0 FALSE Black 2 2 0 0 85 0 0 0
72 1 Female 2 0 FALSE White 2 1 1 0 0 0 0 72
87 2 Male 2 0 FALSE White 2 5 0 0 0 0 0 87
91 1 Female 1 0 FALSE White 2 2 1 0 0 0 0 91
84 0 Male 9 1 FALSE White 2 5 0 0 0 0 0 84
76 2 Female 3 3 FALSE Black 2 1 1 0 76 0 0 0
68 3 Male 4 0 TRUE White 2 3 0 0 0 0 0 68
46 2 Female 3 0 TRUE White 2 2 0 0 0 0 0 46
54 2 Female 9 3 TRUE Black 2 1 1 0 54 0 0 0
83 2 Female 3 0 FALSE White 2 5 0 0 0 0 0 83
49 3 Female 4 2 TRUE White 2 1 0 0 0 0 0 49
65 2 Female 3 1 FALSE White 2 2 1 0 0 0 0 65
62 3 Female 3 2 FALSE Black 2 1 1 0 62 0 0 0
70 3 Female 2 0 FALSE White 2 5 1 0 0 0 0 70
58 0 Male 3 0 FALSE Black 2 1 0 0 58 0 0 0
73 1 Female 6 2 FALSE White 2 3 1 0 0 0 0 73
58 2 Male 2 0 TRUE White 2 3 1 0 0 0 0 58
40 2 Male 1 0 FALSE White 2 4 0 0 0 0 0 40
81 2 Male 5 3 FALSE Black 2 1 1 0 81 0 0 0
74 1 Male 1 0 FALSE Black 2 1 0 0 74 0 0 0
51 3 Female 5 1 FALSE White 2 5 0 0 0 0 0 51
93 2 Female 6 1 TRUE White 2 1 0 0 0 0 0 93
88 2 Female 1 0 FALSE Hispanic.Latino 2 1 0 0 0 88 0 0
75 2 Male 2 0 TRUE White 2 4 0 0 0 0 0 75
63 2 Male 2 0 FALSE White 2 5 0 0 0 0 0 63
90 2 Female 2 3 FALSE White 2 1 1 0 0 0 0 90
70 1 Female 2 0 FALSE Black 2 1 1 0 70 0 0 0
66 3 Female 2 0 TRUE White 2 1 1 0 0 0 0 66
85 0 Female 1 0 FALSE White 2 4 1 0 0 0 0 85
49 2 Male 1 0 FALSE Black 2 1 1 0 49 0 0 0
58 0 Male 2 0 TRUE White 2 3 0 0 0 0 0 58
56 1 Female 2 0 FALSE White 2 3 0 0 0 0 0 56
50 2 Female 2 0 TRUE White 2 3 0 0 0 0 0 50
74 2 Female 2 0 FALSE White 2 5 1 0 0 0 0 74
79 1 Female 5 0 FALSE Black 2 1 0 0 79 0 0 0
49 3 Male 3 1 TRUE White 2 2 1 0 0 0 0 49
86 1 Female 2 0 FALSE White 2 1 1 0 0 0 0 86
53 3 Female 2 0 TRUE White 2 3 1 0 0 0 0 53
65 2 Male 3 0 TRUE White 2 5 1 0 0 0 0 65
67 3 Male 3 0 FALSE White 2 1 0 0 0 0 0 67
48 3 Male 9 0 TRUE White 2 5 0 0 0 0 0 48
77 1 Female 1 0 FALSE Black 2 1 1 0 77 0 0 0
60 2 Female 3 0 FALSE White 2 5 1 0 0 0 0 60
78 3 Female 3 1 FALSE Black 2 1 0 0 78 0 0 0
81 2 Female 5 0 FALSE White 2 2 1 0 0 0 0 81
52 2 Female 2 0 TRUE Other 2 1 1 0 0 0 52 0
62 3 Male 2 0 FALSE White 2 3 1 0 0 0 0 62
58 2 Female 2 0 TRUE White 2 2 1 0 0 0 0 58
83 0 Female 1 0 FALSE White 2 5 1 0 0 0 0 83
59 3 Female 4 0 TRUE White 2 5 1 0 0 0 0 59
54 3 Female 2 0 TRUE Black 2 1 1 0 54 0 0 0
48 3 Male 4 0 TRUE White 2 1 1 0 0 0 0 48
71 1 Female 1 0 FALSE Black 2 1 0 0 71 0 0 0
71 3 Male 1 1 TRUE White 2 3 1 0 0 0 0 71
68 2 Female 7 3 FALSE Black 2 1 0 0 68 0 0 0
61 0 Male 5 1 FALSE White 2 2 1 0 0 0 0 61
54 2 Male 3 0 FALSE Black 2 1 0 0 54 0 0 0
40 1 Female 4 1 FALSE White 2 3 1 0 0 0 0 40
73 1 Female 2 0 FALSE White 2 5 1 0 0 0 0 73
76 2 Female 6 2 FALSE Black 2 1 1 0 76 0 0 0
35 2 Female 3 1 TRUE White 2 2 0 0 0 0 0 35
61 1 Female 1 1 TRUE White 2 1 0 0 0 0 0 61
67 2 Female 4 0 TRUE Hispanic.Latino 2 2 1 0 0 67 0 0
79 1 Female 2 0 FALSE White 2 5 1 0 0 0 0 79
85 2 Male 1 0 TRUE White 2 1 1 0 0 0 0 85
79 3 Male 2 0 FALSE Black 2 1 0 0 79 0 0 0
72 1 Female 2 0 TRUE White 2 2 0 0 0 0 0 72
81 2 Male 2 0 FALSE White 2 1 1 0 0 0 0 81
80 2 Female 1 0 FALSE Black 2 1 1 0 80 0 0 0
70 2 Male 3 0 FALSE White 2 5 0 0 0 0 0 70
62 3 Male 2 0 TRUE White 2 5 1 0 0 0 0 62
86 1 Male 1 0 FALSE Black 2 1 1 0 86 0 0 0
71 2 Female 2 1 FALSE White 2 3 0 0 0 0 0 71
55 3 Male 2 0 TRUE Hispanic.Latino 2 3 1 0 0 55 0 0
61 2 Female 2 0 TRUE Black 2 1 0 0 61 0 0 0
77 3 Female 1 0 FALSE Black 2 1 0 0 77 0 0 0
66 3 Male 2 0 FALSE Other 2 1 1 0 0 0 66 0
78 2 Male 2 0 TRUE White 2 1 1 0 0 0 0 78
78 1 Male 2 0 FALSE Other 2 1 1 0 0 0 78 0
56 2 Female 2 0 FALSE Other 2 2 1 0 0 0 56 0
92 2 Male 6 0 TRUE White 2 5 1 0 0 0 0 92
52 2 Female 4 1 TRUE White 2 2 1 0 0 0 0 52
81 2 Female 2 0 FALSE White 2 4 1 0 0 0 0 81
81 1 Male 2 1 FALSE White 2 1 0 0 0 0 0 81
54 3 Male 2 0 FALSE White 2 5 1 0 0 0 0 54
72 2 Female 2 0 FALSE Black 2 1 0 0 72 0 0 0
61 1 Female 2 0 FALSE White 2 4 1 0 0 0 0 61
45 3 Female 4 2 TRUE Black 2 1 1 0 45 0 0 0
93 1 Female 3 0 TRUE Black 2 1 1 0 93 0 0 0
63 2 Male 4 1 TRUE White 2 4 1 0 0 0 0 63
67 3 Female 2 0 FALSE Other 2 1 0 0 0 0 67 0
81 1 Male 2 0 FALSE White 2 3 1 0 0 0 0 81
65 3 Female 2 0 TRUE White 2 1 1 0 0 0 0 65
62 1 Female 3 0 TRUE White 2 4 1 0 0 0 0 62
70 3 Male 2 0 TRUE White 2 5 0 0 0 0 0 70
64 3 Female 2 0 TRUE Black 2 1 1 0 64 0 0 0
59 3 Male 2 1 FALSE White 2 4 0 0 0 0 0 59
69 3 Male 2 0 FALSE White 2 2 0 0 0 0 0 69
54 2 Female 3 0 TRUE White 2 5 0 0 0 0 0 54
82 3 Female 2 0 FALSE Black 2 1 1 0 82 0 0 0
53 3 Male 2 0 TRUE White 2 5 1 0 0 0 0 53
73 2 Male 2 0 FALSE White 2 4 0 0 0 0 0 73
69 3 Female 2 0 TRUE White 2 1 1 0 0 0 0 69
61 2 Female 4 1 TRUE Black 2 1 0 0 61 0 0 0
81 3 Female 1 0 TRUE White 2 1 1 0 0 0 0 81
86 1 Female 1 0 FALSE Black 2 1 1 0 86 0 0 0
71 3 Female 1 0 FALSE Black 2 2 0 0 71 0 0 0
73 2 Female 1 0 FALSE White 2 3 1 0 0 0 0 73
70 2 Female 2 0 FALSE White 2 2 1 0 0 0 0 70
72 3 Female 2 0 FALSE White 2 1 1 0 0 0 0 72
86 3 Female 1 0 FALSE White 2 3 1 0 0 0 0 86
88 1 Male 1 0 FALSE White 2 1 1 0 0 0 0 88
77 2 Female 2 0 FALSE White 2 1 1 0 0 0 0 77
68 3 Male 2 0 FALSE White 2 5 1 0 0 0 0 68
60 2 Male 3 0 TRUE White 2 4 1 0 0 0 0 60
65 2 Female 2 1 TRUE Black 2 1 0 0 65 0 0 0
62 2 Male 2 0 FALSE Black 2 1 1 0 62 0 0 0
89 2 Female 1 1 FALSE White 2 3 1 0 0 0 0 89
84 2 Male 1 0 FALSE White 2 5 0 0 0 0 0 84
87 3 Female 1 0 FALSE White 2 4 0 0 0 0 0 87
72 3 Male 1 0 TRUE White 2 2 1 0 0 0 0 72
69 0 Female 2 0 FALSE White 2 3 1 0 0 0 0 69
73 2 Female 2 1 FALSE White 2 5 0 0 0 0 0 73
64 2 Female 2 0 FALSE White 2 5 0 0 0 0 0 64
70 3 Female 1 0 FALSE White 2 4 1 0 0 0 0 70
81 0 Male 5 1 FALSE White 2 1 1 0 0 0 0 81
58 2 Female 5 2 FALSE Black 2 1 0 0 58 0 0 0
82 2 Female 2 0 TRUE White 2 3 1 0 0 0 0 82
40 3 Female 9 3 TRUE White 2 5 1 0 0 0 0 40
72 1 Female 1 0 FALSE White 2 3 1 0 0 0 0 72
76 3 Female 4 1 TRUE White 2 5 1 0 0 0 0 76
87 2 Male 1 0 FALSE White 2 1 1 0 0 0 0 87
72 3 Male 2 0 TRUE White 2 5 1 0 0 0 0 72
69 1 Female 1 0 TRUE Black 2 3 1 0 69 0 0 0
71 0 Female 1 0 FALSE White 2 5 1 0 0 0 0 71
57 2 Male 4 0 TRUE White 2 5 0 0 0 0 0 57
76 2 Female 3 0 TRUE White 2 5 1 0 0 0 0 76
58 2 Female 1 0 TRUE Black 2 1 0 0 58 0 0 0
78 2 Female 2 0 FALSE White 2 3 0 0 0 0 0 78
62 2 Male 2 0 TRUE Black 2 2 1 0 62 0 0 0
64 3 Female 5 1 TRUE White 2 3 1 0 0 0 0 64
75 1 Female 3 0 FALSE White 2 1 0 0 0 0 0 75
48 2 Female 2 0 TRUE White 2 2 0 0 0 0 0 48
59 1 Male 4 1 FALSE White 2 5 1 0 0 0 0 59
76 3 Female 1 0 FALSE Black 2 1 1 0 76 0 0 0
56 2 Male 1 0 FALSE White 2 4 1 0 0 0 0 56
80 1 Female 1 0 FALSE White 2 3 0 0 0 0 0 80
65 3 Female 2 0 TRUE White 2 3 1 0 0 0 0 65
82 1 Female 1 1 FALSE White 2 1 1 0 0 0 0 82
51 2 Male 6 3 FALSE White 2 3 1 0 0 0 0 51
87 3 Male 2 0 FALSE White 2 5 1 0 0 0 0 87
67 3 Female 2 0 TRUE White 2 5 0 0 0 0 0 67
50 3 Female 6 1 TRUE White 2 3 0 0 0 0 0 50
79 2 Female 2 0 FALSE White 2 2 1 0 0 0 0 79
73 1 Female 1 0 FALSE White 2 4 1 0 0 0 0 73
57 2 Male 3 0 FALSE White 2 5 0 0 0 0 0 57
49 2 Female 2 0 FALSE White 2 5 1 0 0 0 0 49
73 3 Female 1 0 FALSE White 2 5 1 0 0 0 0 73
40 3 Male 5 3 TRUE Other 2 1 0 0 0 0 40 0
60 2 Male 3 0 FALSE White 2 3 1 0 0 0 0 60
90 1 Female 3 1 FALSE White 2 2 0 0 0 0 0 90
52 3 Female 3 0 TRUE White 2 2 0 0 0 0 0 52
75 2 Female 2 0 FALSE White 2 5 1 0 0 0 0 75
68 2 Female 2 0 TRUE White 2 3 1 0 0 0 0 68
78 3 Male 2 0 FALSE Black 2 2 1 0 78 0 0 0
51 3 Female 4 0 TRUE White 2 5 0 0 0 0 0 51
88 2 Female 1 0 FALSE Other 2 3 0 0 0 0 88 0
59 1 Female 1 0 TRUE Black 2 1 0 0 59 0 0 0
74 1 Male 3 0 FALSE White 2 4 1 0 0 0 0 74
47 3 Female 8 3 FALSE Black 2 3 1 0 47 0 0 0
69 2 Male 5 1 FALSE White 2 5 0 0 0 0 0 69
75 1 Male 1 0 FALSE Black 2 1 1 0 75 0 0 0
59 2 Male 3 0 TRUE White 2 2 0 0 0 0 0 59
70 1 Female 2 0 FALSE Black 2 1 1 0 70 0 0 0
63 1 Male 2 0 TRUE Black 2 1 0 0 63 0 0 0
72 3 Male 2 0 TRUE White 2 1 1 0 0 0 0 72
80 2 Male 2 0 TRUE White 2 5 1 0 0 0 0 80
78 2 Female 5 1 FALSE Black 2 1 0 0 78 0 0 0
78 0 Female 1 0 FALSE White 2 5 0 0 0 0 0 78
85 3 Female 1 1 FALSE White 2 3 0 0 0 0 0 85
80 1 Female 2 1 FALSE White 2 1 0 0 0 0 0 80
66 3 Female 2 0 TRUE White 2 3 1 0 0 0 0 66
83 3 Female 2 0 FALSE White 2 5 0 0 0 0 0 83
70 3 Female 2 0 TRUE White 2 2 1 0 0 0 0 70
90 2 Female 2 0 FALSE White 2 3 0 0 0 0 0 90
85 0 Female 1 0 FALSE White 2 1 1 0 0 0 0 85
80 3 Female 2 0 FALSE Other 2 5 0 0 0 0 80 0
87 0 Male 2 0 FALSE White 2 3 1 0 0 0 0 87
59 2 Male 2 0 FALSE White 2 4 1 0 0 0 0 59
61 3 Female 2 0 TRUE Black 2 1 1 0 61 0 0 0
56 2 Female 6 2 FALSE White 2 5 0 0 0 0 0 56
69 2 Male 4 1 FALSE White 2 5 0 0 0 0 0 69
71 1 Male 1 0 FALSE Black 2 3 1 0 71 0 0 0
64 1 Female 2 0 FALSE White 2 4 1 0 0 0 0 64
60 3 Female 2 3 FALSE Black 2 1 1 0 60 0 0 0
59 3 Male 1 0 FALSE Black 2 1 1 0 59 0 0 0
35 2 Female 4 3 FALSE Black 2 1 1 0 35 0 0 0
48 0 Female 4 1 TRUE Black 2 1 0 0 48 0 0 0
55 2 Female 6 0 TRUE White 2 5 1 0 0 0 0 55
81 2 Male 2 1 FALSE White 2 5 1 0 0 0 0 81
52 3 Female 3 2 FALSE Black 2 1 1 0 52 0 0 0
69 1 Female 1 0 FALSE White 2 1 0 0 0 0 0 69
78 2 Female 6 0 TRUE White 2 2 1 0 0 0 0 78
55 3 Female 2 0 TRUE White 2 1 1 0 0 0 0 55
61 3 Female 2 0 TRUE White 2 1 1 0 0 0 0 61
69 1 Male 3 0 FALSE Other 2 1 1 0 0 0 69 0
79 2 Female 7 0 TRUE White 2 4 0 0 0 0 0 79
74 3 Male 6 3 TRUE Black 2 1 1 0 74 0 0 0
71 3 Female 1 0 FALSE Black 2 1 1 0 71 0 0 0
73 2 Female 3 1 TRUE Black 2 1 1 0 73 0 0 0
65 3 Male 2 0 TRUE White 2 3 1 0 0 0 0 65
78 2 Female 1 0 TRUE Black 2 1 1 0 78 0 0 0
61 2 Female 3 1 FALSE White 2 3 1 0 0 0 0 61
74 2 Female 1 0 TRUE Black 2 1 1 0 74 0 0 0
63 3 Male 2 0 TRUE White 2 4 1 0 0 0 0 63
65 3 Female 2 0 FALSE White 2 5 0 0 0 0 0 65
41 2 Male 6 3 FALSE White 2 5 1 0 0 0 0 41
67 3 Female 2 0 TRUE White 2 1 1 0 0 0 0 67
68 2 Female 2 0 TRUE White 2 5 1 0 0 0 0 68
96 0 Female 1 0 FALSE White 2 5 1 0 0 0 0 96
66 3 Male 2 0 TRUE White 2 5 1 0 0 0 0 66
72 3 Female 2 0 TRUE White 2 1 1 0 0 0 0 72
88 1 Female 1 0 FALSE White 2 2 1 0 0 0 0 88
84 1 Female 4 0 FALSE White 2 5 1 0 0 0 0 84
75 1 Female 3 2 FALSE White 2 3 0 0 0 0 0 75
81 0 Male 3 0 FALSE White 2 4 0 0 0 0 0 81
61 2 Female 3 0 TRUE White 2 1 1 0 0 0 0 61
81 3 Male 2 0 FALSE White 2 3 1 0 0 0 0 81
58 2 Male 2 0 FALSE White 2 5 1 0 0 0 0 58
90 3 Male 1 3 TRUE Black 2 1 1 0 90 0 0 0
78 1 Female 3 0 FALSE Black 2 1 1 0 78 0 0 0
75 2 Female 1 0 TRUE Black 2 1 1 0 75 0 0 0
84 3 Female 2 0 TRUE White 2 1 1 0 0 0 0 84
75 1 Male 2 1 TRUE White 2 3 1 0 0 0 0 75
53 0 Male 2 0 FALSE White 2 5 1 0 0 0 0 53
58 3 Male 3 0 TRUE White 2 1 1 0 0 0 0 58
79 2 Female 2 0 FALSE White 2 3 1 0 0 0 0 79
76 1 Male 2 1 FALSE White 2 3 1 0 0 0 0 76
90 2 Male 2 0 TRUE White 2 1 1 0 0 0 0 90
77 2 Male 2 0 FALSE White 2 5 0 0 0 0 0 77
74 3 Male 3 0 TRUE White 2 5 0 0 0 0 0 74
49 3 Male 2 0 TRUE White 2 3 1 0 0 0 0 49
73 3 Female 2 0 FALSE White 2 5 0 0 0 0 0 73
76 2 Male 4 1 FALSE Black 2 1 0 0 76 0 0 0
63 2 Male 2 0 FALSE White 2 5 0 0 0 0 0 63
83 2 Male 1 0 FALSE White 2 1 1 0 0 0 0 83
56 3 Male 3 0 TRUE White 2 3 1 0 0 0 0 56
60 3 Male 1 1 FALSE White 2 5 1 0 0 0 0 60
59 3 Male 2 0 FALSE White 2 4 0 0 0 0 0 59
80 1 Female 1 1 TRUE White 2 5 1 0 0 0 0 80
37 1 Female 2 0 FALSE Hispanic.Latino 2 5 1 0 0 37 0 0
54 1 Female 7 3 FALSE Black 2 2 0 0 54 0 0 0
62 1 Male 3 0 TRUE White 2 1 1 0 0 0 0 62
58 3 Male 4 0 TRUE Asian 2 1 1 58 0 0 0 0
76 1 Female 1 0 FALSE Black 2 1 0 0 76 0 0 0
48 1 Female 7 3 TRUE White 2 5 0 0 0 0 0 48
55 3 Female 3 0 FALSE White 2 5 1 0 0 0 0 55
71 3 Female 1 0 FALSE White 2 2 1 0 0 0 0 71
56 3 Female 2 0 FALSE White 2 5 1 0 0 0 0 56
53 1 Male 2 0 FALSE White 2 3 1 0 0 0 0 53
85 1 Female 2 0 FALSE White 2 4 0 0 0 0 0 85
49 2 Female 4 0 TRUE White 2 2 0 0 0 0 0 49
68 1 Male 1 0 TRUE White 2 3 1 0 0 0 0 68
72 1 Female 4 0 TRUE Black 2 1 1 0 72 0 0 0
51 2 Male 5 2 TRUE White 2 1 1 0 0 0 0 51
68 2 Male 3 1 FALSE White 2 3 1 0 0 0 0 68
78 2 Female 2 0 FALSE Black 2 1 1 0 78 0 0 0
71 2 Male 2 0 TRUE White 2 1 1 0 0 0 0 71
74 2 Female 1 0 FALSE Black 2 1 0 0 74 0 0 0
81 2 Female 1 3 FALSE White 2 5 0 0 0 0 0 81
55 3 Female 2 0 FALSE Black 2 1 0 0 55 0 0 0
88 3 Female 1 0 FALSE Black 2 1 1 0 88 0 0 0
86 1 Female 9 0 FALSE White 2 5 0 0 0 0 0 86
61 3 Female 2 0 FALSE White 2 5 0 0 0 0 0 61
51 0 Male 4 2 FALSE Black 2 1 0 0 51 0 0 0
77 1 Female 2 0 FALSE White 2 2 1 0 0 0 0 77
70 3 Male 2 0 TRUE White 2 5 1 0 0 0 0 70
78 2 Female 2 0 FALSE Black 2 1 1 0 78 0 0 0
79 1 Female 1 0 FALSE Black 2 1 0 0 79 0 0 0
87 2 Female 2 1 FALSE White 2 5 1 0 0 0 0 87
54 2 Female 3 1 TRUE Black 2 1 1 0 54 0 0 0
85 2 Female 2 0 TRUE White 2 1 0 0 0 0 0 85
74 3 Male 2 0 TRUE White 2 1 0 0 0 0 0 74
80 2 Male 2 0 FALSE Black 2 4 1 0 80 0 0 0
71 2 Male 2 1 TRUE White 2 5 1 0 0 0 0 71
71 2 Female 4 1 FALSE White 2 5 1 0 0 0 0 71
67 2 Male 4 0 FALSE Black 2 1 0 0 67 0 0 0
84 2 Male 2 0 FALSE Black 2 1 1 0 84 0 0 0
73 1 Male 2 0 TRUE White 2 3 1 0 0 0 0 73
68 3 Male 2 0 TRUE White 2 5 1 0 0 0 0 68
82 2 Female 1 0 FALSE White 2 5 0 0 0 0 0 82
69 2 Male 2 0 FALSE White 2 2 1 0 0 0 0 69
80 2 Male 1 0 FALSE Black 2 1 1 0 80 0 0 0
59 2 Female 3 0 FALSE White 2 3 1 0 0 0 0 59
62 2 Female 3 1 FALSE White 2 2 1 0 0 0 0 62
39 3 Female 3 1 FALSE Black 2 1 1 0 39 0 0 0
69 2 Female 2 1 FALSE White 2 1 0 0 0 0 0 69
58 1 Male 1 0 TRUE White 2 1 1 0 0 0 0 58
80 2 Male 3 0 FALSE White 2 5 1 0 0 0 0 80
86 1 Female 1 0 FALSE White 2 4 1 0 0 0 0 86
81 3 Female 3 0 TRUE White 2 1 0 0 0 0 0 81
57 3 Male 4 0 FALSE White 2 5 1 0 0 0 0 57
87 2 Male 1 0 FALSE White 2 1 1 0 0 0 0 87
67 2 Female 3 0 TRUE White 2 3 0 0 0 0 0 67
51 1 Female 2 1 FALSE Black 2 1 0 0 51 0 0 0
74 0 Male 1 0 FALSE Black 2 1 1 0 74 0 0 0
52 0 Female 3 0 FALSE White 2 1 1 0 0 0 0 52
52 3 Female 4 1 FALSE Black 2 1 0 0 52 0 0 0
80 2 Male 2 0 TRUE White 2 1 1 0 0 0 0 80
53 3 Female 9 3 TRUE White 2 5 0 0 0 0 0 53
48 2 Female 2 0 FALSE White 2 4 1 0 0 0 0 48
76 3 Male 2 0 TRUE White 2 5 1 0 0 0 0 76
73 2 Female 6 2 FALSE White 2 4 1 0 0 0 0 73
64 2 Female 9 1 FALSE Black 2 1 1 0 64 0 0 0
73 1 Male 4 2 FALSE White 2 3 1 0 0 0 0 73
55 2 Female 5 3 FALSE Black 2 1 1 0 55 0 0 0
60 1 Female 2 1 TRUE White 2 5 1 0 0 0 0 60
47 2 Female 4 1 FALSE White 2 5 0 0 0 0 0 47
75 2 Male 2 0 FALSE Other 2 2 1 0 0 0 75 0
