age Q1..Health.Quality DEMOGRAPHICS...GENDER Q4..Number.of.People.in.HH Q5..Children.in.HH Q18..College.Degree Q19.20..Race...Ethnicity week trump_approve_score Social.Distancing.Adherence age_race_ethnicity_asian age_race_ethnicity_black age_race_ethnicity_hispanic age_race_ethnicity_other age_race_ethnicity_white
52 3 Female 2 0 FALSE White 6 3 0 0 0 0 0 52
60 3 Female 3 0 TRUE White 6 5 1 0 0 0 0 60
81 1 Female 3 0 FALSE White 6 5 0 0 0 0 0 81
68 2 Female 2 0 FALSE Black 6 1 0 0 68 0 0 0
24 2 Male 6 1 FALSE Hispanic.Latino 6 4 1 0 0 24 0 0
87 1 Female 3 0 FALSE White 6 1 0 0 0 0 0 87
36 2 Female 2 0 FALSE White 6 4 0 0 0 0 0 36
83 2 Female 2 0 TRUE White 6 2 0 0 0 0 0 83
55 2 Male 4 2 TRUE White 6 2 0 0 0 0 0 55
73 1 Male 2 0 FALSE Black 6 1 0 0 73 0 0 0
55 2 Female 2 0 TRUE White 6 1 0 0 0 0 0 55
70 1 Female 1 0 FALSE Black 6 1 1 0 70 0 0 0
54 3 Female 1 0 FALSE White 6 3 0 0 0 0 0 54
92 1 Female 3 1 TRUE White 6 3 0 0 0 0 0 92
63 2 Female 1 0 FALSE Black 6 1 1 0 63 0 0 0
69 1 Female 2 0 FALSE White 6 1 0 0 0 0 0 69
66 2 Female 2 0 TRUE White 6 5 0 0 0 0 0 66
84 3 Female 4 0 TRUE White 6 5 0 0 0 0 0 84
71 2 Female 1 0 FALSE Black 6 1 1 0 71 0 0 0
67 3 Female 2 0 FALSE Black 6 1 1 0 67 0 0 0
77 1 Male 1 0 FALSE White 6 5 1 0 0 0 0 77
63 3 Male 1 0 TRUE White 6 4 1 0 0 0 0 63
75 3 Female 2 0 FALSE White 6 5 0 0 0 0 0 75
78 0 Female 2 0 FALSE White 6 2 0 0 0 0 0 78
72 0 Female 2 0 TRUE White 6 2 1 0 0 0 0 72
88 3 Female 3 0 FALSE White 6 5 1 0 0 0 0 88
60 2 Female 2 0 TRUE Black 6 1 1 0 60 0 0 0
69 1 Male 2 3 FALSE Black 6 1 1 0 69 0 0 0
67 3 Female 2 0 FALSE White 6 5 0 0 0 0 0 67
63 2 Male 2 0 TRUE White 6 1 0 0 0 0 0 63
65 1 Male 2 0 TRUE White 6 1 1 0 0 0 0 65
39 1 Male 4 0 TRUE White 6 2 0 0 0 0 0 39
75 1 Female 2 0 TRUE White 6 3 1 0 0 0 0 75
80 2 Female 2 0 TRUE White 6 2 1 0 0 0 0 80
65 1 Female 1 0 FALSE White 6 1 0 0 0 0 0 65
68 2 Female 2 0 FALSE White 6 1 1 0 0 0 0 68
65 1 Female 2 1 FALSE White 6 5 1 0 0 0 0 65
69 2 Male 3 0 TRUE White 6 5 0 0 0 0 0 69
75 3 Male 2 0 TRUE White 6 1 1 0 0 0 0 75
65 1 Female 2 0 FALSE Black 6 1 1 0 65 0 0 0
39 1 Female 3 0 TRUE White 6 3 0 0 0 0 0 39
86 1 Female 3 0 TRUE White 6 1 1 0 0 0 0 86
68 2 Male 2 0 TRUE White 6 3 1 0 0 0 0 68
81 0 Male 3 0 TRUE White 6 3 1 0 0 0 0 81
50 3 Female 2 1 TRUE Black 6 1 1 0 50 0 0 0
78 2 Female 1 0 FALSE Black 6 1 1 0 78 0 0 0
55 2 Male 2 0 FALSE White 6 1 1 0 0 0 0 55
78 3 Female 1 0 FALSE White 6 1 1 0 0 0 0 78
72 1 Female 2 0 FALSE White 6 1 1 0 0 0 0 72
81 2 Female 2 0 TRUE White 6 2 0 0 0 0 0 81
78 2 Female 1 0 TRUE Black 6 1 1 0 78 0 0 0
77 3 Female 2 0 TRUE White 6 2 1 0 0 0 0 77
73 1 Female 3 0 FALSE White 6 5 0 0 0 0 0 73
39 2 Female 5 3 TRUE Black 6 1 1 0 39 0 0 0
50 3 Male 4 1 TRUE White 6 1 1 0 0 0 0 50
62 2 Male 3 0 TRUE White 6 1 1 0 0 0 0 62
53 0 Female 5 2 TRUE Other 6 1 1 0 0 0 53 0
62 3 Male 4 2 FALSE White 6 5 1 0 0 0 0 62
72 2 Female 1 0 FALSE White 6 5 0 0 0 0 0 72
75 3 Female 1 0 TRUE White 6 4 1 0 0 0 0 75
87 2 Female 2 0 FALSE White 6 5 0 0 0 0 0 87
82 1 Female 5 0 FALSE White 6 4 1 0 0 0 0 82
61 1 Female 2 0 FALSE White 6 5 0 0 0 0 0 61
77 2 Female 2 0 FALSE Black 6 1 1 0 77 0 0 0
65 2 Female 3 1 FALSE Black 6 1 0 0 65 0 0 0
62 1 Male 2 0 TRUE Black 6 1 0 0 62 0 0 0
37 3 Male 3 1 FALSE White 6 2 0 0 0 0 0 37
58 2 Female 2 0 TRUE White 6 3 1 0 0 0 0 58
54 2 Female 3 0 FALSE Black 6 1 0 0 54 0 0 0
86 2 Female 2 0 FALSE White 6 5 1 0 0 0 0 86
84 2 Female 2 0 FALSE White 6 5 1 0 0 0 0 84
52 2 Male 4 2 FALSE White 6 1 1 0 0 0 0 52
84 2 Male 2 0 FALSE White 6 1 1 0 0 0 0 84
72 3 Female 1 0 TRUE White 6 1 1 0 0 0 0 72
65 1 Female 4 0 FALSE Black 6 1 1 0 65 0 0 0
61 2 Male 6 0 TRUE White 6 1 0 0 0 0 0 61
67 2 Female 2 0 FALSE White 6 1 1 0 0 0 0 67
83 3 Female 1 0 FALSE White 6 3 1 0 0 0 0 83
48 2 Female 3 1 FALSE Other 6 5 1 0 0 0 48 0
55 2 Female 2 0 FALSE White 6 5 0 0 0 0 0 55
65 2 Female 3 0 TRUE Black 6 1 0 0 65 0 0 0
45 2 Female 4 2 TRUE Hispanic.Latino 6 1 0 0 0 45 0 0
57 2 Female 3 0 FALSE White 6 3 0 0 0 0 0 57
71 0 Female 2 0 FALSE White 6 3 1 0 0 0 0 71
46 3 Female 2 0 FALSE White 6 5 1 0 0 0 0 46
80 2 Female 2 0 FALSE White 6 5 0 0 0 0 0 80
57 1 Male 2 0 FALSE White 6 1 1 0 0 0 0 57
62 2 Male 2 0 TRUE White 6 1 0 0 0 0 0 62
30 3 Female 2 0 TRUE White 6 1 1 0 0 0 0 30
89 2 Female 2 0 FALSE White 6 5 0 0 0 0 0 89
86 1 Male 2 0 FALSE White 6 5 0 0 0 0 0 86
75 2 Male 2 0 FALSE White 6 4 1 0 0 0 0 75
71 3 Female 2 0 TRUE White 6 2 1 0 0 0 0 71
55 2 Male 2 3 TRUE White 6 2 1 0 0 0 0 55
22 1 Female 2 0 TRUE Black 6 1 1 0 22 0 0 0
92 3 Female 2 0 TRUE White 6 5 1 0 0 0 0 92
61 2 Female 3 0 TRUE White 6 5 0 0 0 0 0 61
87 3 Female 3 0 FALSE White 6 5 0 0 0 0 0 87
79 2 Male 1 0 FALSE White 6 3 1 0 0 0 0 79
56 2 Male 2 0 FALSE White 6 3 1 0 0 0 0 56
70 0 Male 1 0 FALSE White 6 5 1 0 0 0 0 70
90 2 Female 1 0 FALSE White 6 3 0 0 0 0 0 90
77 1 Male 2 0 TRUE Black 6 1 1 0 77 0 0 0
67 1 Female 1 0 FALSE Black 6 1 1 0 67 0 0 0
73 2 Female 2 0 TRUE White 6 5 1 0 0 0 0 73
63 3 Female 9 1 TRUE White 6 3 1 0 0 0 0 63
70 2 Female 3 0 TRUE Black 6 1 1 0 70 0 0 0
73 2 Female 2 0 TRUE White 6 5 1 0 0 0 0 73
73 2 Female 2 0 FALSE White 6 5 1 0 0 0 0 73
51 0 Female 3 0 FALSE White 6 4 1 0 0 0 0 51
72 1 Male 2 0 FALSE White 6 2 1 0 0 0 0 72
76 1 Female 1 0 TRUE White 6 1 0 0 0 0 0 76
83 0 Female 2 0 FALSE White 6 5 1 0 0 0 0 83
61 1 Female 2 0 TRUE White 6 1 0 0 0 0 0 61
75 3 Male 2 0 TRUE White 6 1 1 0 0 0 0 75
69 2 Female 2 0 FALSE Black 6 1 0 0 69 0 0 0
80 2 Female 2 0 TRUE White 6 1 0 0 0 0 0 80
59 2 Female 2 0 TRUE Black 6 1 1 0 59 0 0 0
71 2 Male 2 0 FALSE White 6 5 0 0 0 0 0 71
79 2 Male 2 0 TRUE Black 6 1 1 0 79 0 0 0
74 3 Male 1 0 FALSE White 6 2 0 0 0 0 0 74
67 1 Female 1 0 FALSE Black 6 4 1 0 67 0 0 0
70 2 Male 2 0 TRUE Black 6 1 1 0 70 0 0 0
68 2 Female 1 0 FALSE White 6 1 1 0 0 0 0 68
74 1 Female 2 0 FALSE Black 6 1 1 0 74 0 0 0
77 2 Female 2 3 TRUE White 6 1 1 0 0 0 0 77
69 3 Male 2 0 TRUE White 6 4 1 0 0 0 0 69
58 1 Male 6 3 TRUE White 6 5 1 0 0 0 0 58
62 2 Female 4 0 TRUE White 6 3 0 0 0 0 0 62
52 1 Female 4 2 FALSE Black 6 1 1 0 52 0 0 0
55 1 Male 2 0 TRUE Other 6 1 0 0 0 0 55 0
84 3 Male 1 1 FALSE White 6 5 1 0 0 0 0 84
79 0 Male 2 0 FALSE White 6 5 1 0 0 0 0 79
32 1 Female 9 2 TRUE Black 6 1 0 0 32 0 0 0
62 3 Male 2 0 FALSE White 6 5 1 0 0 0 0 62
52 3 Male 4 1 TRUE White 6 5 0 0 0 0 0 52
68 2 Female 1 0 TRUE Other 6 2 0 0 0 0 68 0
80 3 Male 1 0 FALSE White 6 1 0 0 0 0 0 80
69 2 Female 1 0 FALSE White 6 5 1 0 0 0 0 69
71 2 Female 2 0 TRUE White 6 2 0 0 0 0 0 71
55 3 Female 2 0 TRUE White 6 4 1 0 0 0 0 55
40 1 Female 4 2 FALSE White 6 5 0 0 0 0 0 40
83 1 Female 2 0 FALSE White 6 5 1 0 0 0 0 83
65 2 Female 3 1 TRUE Black 6 1 1 0 65 0 0 0
64 3 Female 2 0 TRUE White 6 1 1 0 0 0 0 64
42 3 Female 3 1 TRUE Other 6 1 1 0 0 0 42 0
49 3 Female 3 2 FALSE White 6 1 0 0 0 0 0 49
68 2 Female 4 1 TRUE Black 6 1 0 0 68 0 0 0
55 3 Female 4 1 TRUE White 6 1 1 0 0 0 0 55
75 1 Female 9 0 FALSE White 6 2 1 0 0 0 0 75
69 1 Male 1 0 FALSE White 6 5 1 0 0 0 0 69
60 1 Male 2 0 TRUE Other 6 1 1 0 0 0 60 0
86 2 Female 1 0 TRUE White 6 1 0 0 0 0 0 86
69 2 Female 3 0 FALSE White 6 5 1 0 0 0 0 69
23 0 Female 2 0 FALSE Other 6 4 1 0 0 0 23 0
72 2 Female 2 0 TRUE White 6 5 1 0 0 0 0 72
58 2 Female 2 0 FALSE White 6 1 1 0 0 0 0 58
65 2 Male 2 0 FALSE White 6 2 0 0 0 0 0 65
66 2 Female 5 1 FALSE Black 6 1 1 0 66 0 0 0
76 1 Female 2 0 FALSE White 6 5 1 0 0 0 0 76
62 3 Female 2 0 TRUE Other 6 5 1 0 0 0 62 0
45 3 Female 4 2 TRUE White 6 5 1 0 0 0 0 45
75 1 Male 3 0 FALSE Hispanic.Latino 6 2 1 0 0 75 0 0
82 1 Female 2 0 TRUE White 6 1 0 0 0 0 0 82
72 3 Female 2 0 TRUE White 6 5 0 0 0 0 0 72
73 2 Female 2 0 FALSE White 6 3 0 0 0 0 0 73
70 1 Male 1 0 FALSE White 6 4 1 0 0 0 0 70
71 3 Female 2 0 TRUE White 6 5 0 0 0 0 0 71
92 1 Male 1 0 TRUE White 6 5 1 0 0 0 0 92
66 1 Male 3 1 FALSE White 6 4 1 0 0 0 0 66
67 3 Male 4 1 TRUE Hispanic.Latino 6 5 1 0 0 67 0 0
70 3 Male 2 0 FALSE White 6 5 0 0 0 0 0 70
74 3 Male 2 0 TRUE White 6 5 1 0 0 0 0 74
90 0 Female 1 0 FALSE White 6 2 1 0 0 0 0 90
62 2 Female 2 0 TRUE White 6 1 1 0 0 0 0 62
57 3 Female 4 0 TRUE Asian 6 1 0 57 0 0 0 0
71 3 Female 4 1 FALSE Black 6 1 0 0 71 0 0 0
36 3 Female 3 1 TRUE Black 6 1 1 0 36 0 0 0
75 3 Male 2 0 FALSE White 6 5 1 0 0 0 0 75
73 2 Female 2 0 FALSE Black 6 1 1 0 73 0 0 0
69 2 Female 2 0 FALSE White 6 5 1 0 0 0 0 69
44 2 Male 3 1 TRUE White 6 5 1 0 0 0 0 44
64 2 Female 6 0 FALSE White 6 1 1 0 0 0 0 64
60 2 Male 2 0 FALSE Black 6 1 0 0 60 0 0 0
79 3 Male 2 0 TRUE White 6 3 0 0 0 0 0 79
60 2 Female 2 1 TRUE White 6 4 1 0 0 0 0 60
59 3 Female 1 0 TRUE Hispanic.Latino 6 5 0 0 0 59 0 0
76 0 Male 1 0 FALSE Black 6 1 1 0 76 0 0 0
59 3 Female 1 0 FALSE Black 6 1 1 0 59 0 0 0
64 2 Female 2 0 FALSE White 6 2 1 0 0 0 0 64
83 0 Female 2 0 FALSE White 6 4 0 0 0 0 0 83
57 1 Male 2 0 FALSE White 6 3 1 0 0 0 0 57
78 1 Female 2 0 FALSE White 6 5 1 0 0 0 0 78
47 3 Female 4 1 TRUE Other 6 2 1 0 0 0 47 0
58 2 Female 2 0 FALSE Black 6 1 0 0 58 0 0 0
71 2 Male 2 0 FALSE Black 6 1 0 0 71 0 0 0
89 2 Male 3 0 FALSE White 6 5 0 0 0 0 0 89
37 3 Female 3 0 TRUE White 6 5 1 0 0 0 0 37
54 2 Female 5 2 TRUE White 6 1 1 0 0 0 0 54
78 2 Female 3 0 FALSE Black 6 1 1 0 78 0 0 0
60 3 Female 2 0 FALSE Hispanic.Latino 6 5 1 0 0 60 0 0
55 2 Female 3 0 FALSE White 6 1 1 0 0 0 0 55
76 2 Male 3 1 FALSE Black 6 1 1 0 76 0 0 0
82 2 Female 2 0 FALSE White 6 3 1 0 0 0 0 82
71 3 Male 2 0 TRUE White 6 1 1 0 0 0 0 71
85 2 Female 1 0 TRUE White 6 1 1 0 0 0 0 85
45 2 Male 2 0 FALSE White 6 3 0 0 0 0 0 45
96 3 Male 2 0 FALSE Black 6 2 0 0 96 0 0 0
78 2 Male 3 0 FALSE White 6 1 0 0 0 0 0 78
62 3 Male 2 0 FALSE White 6 1 1 0 0 0 0 62
72 0 Male 2 0 FALSE White 6 5 1 0 0 0 0 72
78 2 Male 2 0 FALSE White 6 5 1 0 0 0 0 78
77 2 Male 4 0 FALSE Black 6 1 0 0 77 0 0 0
88 2 Male 2 0 FALSE White 6 5 1 0 0 0 0 88
70 2 Male 4 0 TRUE White 6 1 1 0 0 0 0 70
60 3 Female 2 0 TRUE White 6 4 0 0 0 0 0 60
70 1 Female 1 0 FALSE White 6 4 1 0 0 0 0 70
79 1 Female 1 0 FALSE Black 6 1 1 0 79 0 0 0
58 2 Female 2 0 FALSE White 6 2 1 0 0 0 0 58
64 3 Female 2 0 TRUE White 6 5 0 0 0 0 0 64
62 1 Male 5 0 FALSE White 6 5 1 0 0 0 0 62
69 2 Female 3 0 TRUE White 6 5 0 0 0 0 0 69
66 2 Female 2 0 TRUE White 6 5 1 0 0 0 0 66
83 1 Male 1 0 FALSE White 6 2 1 0 0 0 0 83
82 3 Female 1 0 FALSE White 6 3 1 0 0 0 0 82
66 2 Female 1 0 FALSE Hispanic.Latino 6 1 1 0 0 66 0 0
68 3 Female 2 0 TRUE White 6 1 0 0 0 0 0 68
68 0 Male 1 0 FALSE White 6 5 1 0 0 0 0 68
76 3 Male 2 0 TRUE White 6 3 1 0 0 0 0 76
79 1 Male 1 0 FALSE White 6 1 0 0 0 0 0 79
48 2 Female 2 0 FALSE White 6 4 1 0 0 0 0 48
74 2 Female 1 0 FALSE Black 6 1 1 0 74 0 0 0
76 1 Male 2 0 TRUE White 6 1 1 0 0 0 0 76
68 2 Female 2 0 FALSE White 6 1 1 0 0 0 0 68
77 3 Male 2 1 FALSE White 6 3 1 0 0 0 0 77
85 2 Male 1 0 FALSE White 6 5 0 0 0 0 0 85
58 0 Male 4 1 FALSE White 6 5 1 0 0 0 0 58
47 3 Female 4 1 TRUE Other 6 1 1 0 0 0 47 0
79 0 Female 1 0 FALSE White 6 3 1 0 0 0 0 79
79 2 Male 2 0 FALSE White 6 3 0 0 0 0 0 79
73 2 Male 2 0 FALSE Black 6 1 1 0 73 0 0 0
85 3 Female 3 0 TRUE White 6 1 1 0 0 0 0 85
58 3 Female 3 1 TRUE White 6 5 1 0 0 0 0 58
75 2 Female 1 0 TRUE White 6 1 0 0 0 0 0 75
72 3 Male 2 0 TRUE White 6 1 1 0 0 0 0 72
73 2 Female 2 0 TRUE White 6 1 0 0 0 0 0 73
76 2 Female 2 0 FALSE Black 6 1 1 0 76 0 0 0
28 3 Female 2 2 FALSE Hispanic.Latino 6 5 1 0 0 28 0 0
82 2 Male 2 0 FALSE White 6 2 0 0 0 0 0 82
73 3 Male 2 0 TRUE Other 6 5 0 0 0 0 73 0
72 1 Male 2 0 TRUE White 6 1 0 0 0 0 0 72
49 2 Male 4 2 TRUE Hispanic.Latino 6 4 1 0 0 49 0 0
46 2 Female 4 0 TRUE Black 6 1 1 0 46 0 0 0
62 2 Male 1 0 FALSE White 6 1 1 0 0 0 0 62
79 2 Female 2 2 FALSE White 6 1 1 0 0 0 0 79
89 2 Female 1 0 FALSE White 6 5 1 0 0 0 0 89
66 1 Male 4 0 FALSE Black 6 1 0 0 66 0 0 0
76 1 Female 1 0 FALSE White 6 3 1 0 0 0 0 76
51 2 Male 8 2 TRUE White 6 1 1 0 0 0 0 51
46 2 Male 4 2 TRUE White 6 2 1 0 0 0 0 46
71 0 Male 2 0 FALSE Other 6 3 0 0 0 0 71 0
53 3 Female 3 0 TRUE White 6 1 1 0 0 0 0 53
84 2 Female 1 0 TRUE White 6 4 1 0 0 0 0 84
70 1 Female 2 0 FALSE White 6 5 1 0 0 0 0 70
62 1 Male 2 0 FALSE White 6 3 0 0 0 0 0 62
69 1 Female 1 0 FALSE Other 6 2 1 0 0 0 69 0
75 1 Male 1 0 FALSE White 6 3 1 0 0 0 0 75
73 3 Female 2 1 FALSE White 6 4 1 0 0 0 0 73
66 2 Male 6 3 FALSE Black 6 3 1 0 66 0 0 0
68 1 Female 3 0 FALSE Other 6 2 1 0 0 0 68 0
55 2 Female 4 1 TRUE Black 6 2 1 0 55 0 0 0
65 2 Female 4 0 FALSE Black 6 1 1 0 65 0 0 0
57 2 Male 2 0 FALSE White 6 5 1 0 0 0 0 57
74 1 Male 2 0 TRUE White 6 2 1 0 0 0 0 74
72 2 Male 2 0 FALSE White 6 2 0 0 0 0 0 72
78 2 Female 1 0 TRUE White 6 3 1 0 0 0 0 78
71 1 Male 1 0 FALSE Black 6 2 0 0 71 0 0 0
72 2 Male 2 0 TRUE White 6 1 1 0 0 0 0 72
75 2 Male 2 0 TRUE White 6 5 1 0 0 0 0 75
72 2 Female 1 0 FALSE White 6 1 1 0 0 0 0 72
50 2 Female 1 0 TRUE Black 6 1 1 0 50 0 0 0
54 1 Female 2 0 FALSE White 6 5 0 0 0 0 0 54
49 3 Female 4 1 TRUE White 6 5 1 0 0 0 0 49
77 3 Female 1 0 FALSE White 6 4 0 0 0 0 0 77
76 3 Female 1 0 TRUE Black 6 1 0 0 76 0 0 0
65 2 Male 1 0 TRUE Hispanic.Latino 6 1 1 0 0 65 0 0
78 2 Female 2 0 FALSE Black 6 1 1 0 78 0 0 0
53 3 Female 3 0 TRUE White 6 1 1 0 0 0 0 53
52 3 Female 4 1 FALSE White 6 2 1 0 0 0 0 52
67 2 Female 1 0 TRUE Black 6 1 1 0 67 0 0 0
76 2 Male 2 0 FALSE White 6 4 0 0 0 0 0 76
77 2 Female 3 0 TRUE White 6 1 1 0 0 0 0 77
74 0 Female 1 3 FALSE Black 6 1 0 0 74 0 0 0
72 0 Female 2 0 FALSE Black 6 1 0 0 72 0 0 0
71 2 Female 1 0 FALSE Black 6 1 1 0 71 0 0 0
79 0 Female 3 1 FALSE White 6 5 1 0 0 0 0 79
48 2 Male 4 2 TRUE White 6 1 1 0 0 0 0 48
29 2 Female 3 0 TRUE Black 6 1 1 0 29 0 0 0
68 2 Female 1 0 FALSE White 6 5 1 0 0 0 0 68
84 2 Female 1 0 TRUE White 6 1 1 0 0 0 0 84
61 2 Female 3 0 FALSE White 6 1 1 0 0 0 0 61
60 1 Male 1 0 FALSE White 6 5 1 0 0 0 0 60
78 2 Female 1 0 FALSE Black 6 1 0 0 78 0 0 0
38 1 Male 1 0 FALSE Other 6 2 1 0 0 0 38 0
68 1 Male 3 0 TRUE White 6 3 0 0 0 0 0 68
50 2 Female 2 0 TRUE White 6 1 1 0 0 0 0 50
70 3 Female 2 0 FALSE White 6 1 0 0 0 0 0 70
50 2 Male 4 1 FALSE Hispanic.Latino 6 4 0 0 0 50 0 0
28 1 Female 6 1 FALSE White 6 5 0 0 0 0 0 28
81 1 Female 1 1 FALSE White 6 5 1 0 0 0 0 81
65 2 Female 2 0 FALSE Black 6 1 0 0 65 0 0 0
56 2 Female 3 1 TRUE White 6 1 1 0 0 0 0 56
46 3 Female 5 1 FALSE White 6 3 0 0 0 0 0 46
78 2 Male 6 2 FALSE White 6 5 1 0 0 0 0 78
74 1 Male 2 0 FALSE Black 6 1 1 0 74 0 0 0
74 2 Female 1 0 TRUE White 6 1 1 0 0 0 0 74
90 1 Female 3 0 FALSE White 6 5 0 0 0 0 0 90
53 2 Male 1 0 FALSE White 6 5 1 0 0 0 0 53
74 2 Female 2 0 TRUE White 6 1 0 0 0 0 0 74
60 2 Male 3 0 FALSE White 6 3 0 0 0 0 0 60
88 3 Female 1 1 FALSE White 6 3 1 0 0 0 0 88
93 2 Female 1 0 TRUE White 6 5 0 0 0 0 0 93
36 3 Female 4 2 FALSE White 6 1 1 0 0 0 0 36
49 3 Female 3 0 TRUE White 6 5 1 0 0 0 0 49
34 1 Female 5 0 FALSE White 6 3 1 0 0 0 0 34
65 1 Male 1 0 FALSE White 6 1 1 0 0 0 0 65
77 2 Male 2 0 FALSE White 6 3 0 0 0 0 0 77
68 1 Female 1 0 TRUE White 6 3 1 0 0 0 0 68
69 1 Male 2 0 FALSE White 6 5 1 0 0 0 0 69
84 2 Female 1 0 FALSE White 6 3 0 0 0 0 0 84
77 2 Female 2 0 FALSE White 6 2 1 0 0 0 0 77
52 2 Female 4 0 FALSE White 6 5 1 0 0 0 0 52
65 2 Female 2 0 FALSE White 6 5 0 0 0 0 0 65
48 3 Female 4 1 TRUE Black 6 1 0 0 48 0 0 0
90 1 Male 2 0 TRUE White 6 3 1 0 0 0 0 90
63 1 Female 3 1 FALSE White 6 3 1 0 0 0 0 63
70 3 Male 2 0 TRUE White 6 1 1 0 0 0 0 70
43 1 Female 9 3 TRUE Black 6 2 1 0 43 0 0 0
68 2 Female 3 0 TRUE Black 6 1 1 0 68 0 0 0
70 1 Female 3 0 FALSE White 6 5 1 0 0 0 0 70
48 2 Female 4 1 TRUE White 6 2 1 0 0 0 0 48
93 2 Female 4 0 FALSE White 6 2 0 0 0 0 0 93
76 1 Female 1 0 FALSE White 6 3 1 0 0 0 0 76
54 2 Male 5 1 TRUE Black 6 1 1 0 54 0 0 0
62 2 Female 1 0 FALSE White 6 1 1 0 0 0 0 62
75 3 Female 2 0 FALSE White 6 5 0 0 0 0 0 75
57 3 Male 2 0 FALSE White 6 3 1 0 0 0 0 57
65 2 Female 1 0 TRUE Black 6 1 1 0 65 0 0 0
81 0 Male 3 0 FALSE White 6 1 1 0 0 0 0 81
55 0 Female 3 2 TRUE White 6 2 1 0 0 0 0 55
47 1 Female 3 0 FALSE White 6 3 0 0 0 0 0 47
50 3 Female 3 0 TRUE White 6 1 1 0 0 0 0 50
70 2 Male 2 0 TRUE White 6 1 1 0 0 0 0 70
72 2 Female 2 1 TRUE Black 6 1 0 0 72 0 0 0
72 1 Female 3 1 FALSE Black 6 5 0 0 72 0 0 0
80 2 Female 2 0 FALSE Other 6 1 0 0 0 0 80 0
75 1 Female 1 0 FALSE White 6 3 0 0 0 0 0 75
76 3 Female 1 0 TRUE White 6 5 0 0 0 0 0 76
59 2 Female 2 0 TRUE White 6 1 0 0 0 0 0 59
68 3 Female 3 0 TRUE White 6 2 1 0 0 0 0 68
67 2 Female 1 0 FALSE White 6 2 1 0 0 0 0 67
79 1 Male 3 0 FALSE Black 6 1 0 0 79 0 0 0
75 0 Male 2 3 FALSE White 6 1 0 0 0 0 0 75
68 1 Male 2 0 TRUE Black 6 1 0 0 68 0 0 0
57 3 Male 8 3 TRUE White 6 5 0 0 0 0 0 57
48 1 Male 2 0 FALSE White 6 5 0 0 0 0 0 48
87 2 Female 1 0 FALSE White 6 5 1 0 0 0 0 87
66 2 Female 2 0 FALSE Other 6 1 0 0 0 0 66 0
68 2 Male 2 0 FALSE Hispanic.Latino 6 2 1 0 0 68 0 0
77 3 Male 2 0 FALSE White 6 5 1 0 0 0 0 77
84 2 Male 2 0 TRUE White 6 2 1 0 0 0 0 84
38 2 Male 3 3 FALSE White 6 3 1 0 0 0 0 38
77 2 Male 2 0 FALSE White 6 3 0 0 0 0 0 77
83 2 Male 2 0 TRUE Black 6 1 1 0 83 0 0 0
57 0 Male 2 0 TRUE White 6 2 1 0 0 0 0 57
83 1 Male 2 0 FALSE White 6 2 0 0 0 0 0 83
75 2 Male 2 0 FALSE White 6 3 1 0 0 0 0 75
53 0 Female 2 0 FALSE Black 6 1 1 0 53 0 0 0
83 1 Female 5 1 FALSE White 6 2 1 0 0 0 0 83
72 3 Female 1 0 FALSE White 6 5 0 0 0 0 0 72
77 2 Female 2 0 FALSE White 6 2 1 0 0 0 0 77
55 1 Female 6 0 FALSE Black 6 1 0 0 55 0 0 0
67 2 Male 1 0 FALSE White 6 4 1 0 0 0 0 67
49 3 Male 3 1 TRUE White 6 1 1 0 0 0 0 49
83 2 Male 1 0 TRUE White 6 1 1 0 0 0 0 83
75 2 Female 1 0 TRUE White 6 5 1 0 0 0 0 75
50 2 Male 5 0 TRUE White 6 2 1 0 0 0 0 50
58 3 Female 2 0 TRUE White 6 3 1 0 0 0 0 58
66 1 Female 2 0 FALSE Other 6 1 0 0 0 0 66 0
78 3 Female 5 3 TRUE Black 6 1 1 0 78 0 0 0
77 2 Female 2 0 FALSE Black 6 1 1 0 77 0 0 0
71 1 Female 2 0 FALSE White 6 2 1 0 0 0 0 71
59 0 Female 3 0 FALSE Other 6 5 1 0 0 0 59 0
77 2 Female 2 0 FALSE White 6 1 1 0 0 0 0 77
74 3 Female 2 0 FALSE White 6 5 0 0 0 0 0 74
52 2 Female 4 1 TRUE White 6 5 0 0 0 0 0 52
75 1 Female 2 0 TRUE White 6 5 1 0 0 0 0 75
55 3 Female 2 2 FALSE White 6 5 1 0 0 0 0 55
66 3 Female 3 0 TRUE White 6 1 1 0 0 0 0 66
57 3 Female 3 0 FALSE Hispanic.Latino 6 4 0 0 0 57 0 0
80 2 Female 1 0 TRUE White 6 3 0 0 0 0 0 80
73 2 Male 2 0 TRUE White 6 1 0 0 0 0 0 73
76 1 Male 3 0 TRUE White 6 4 0 0 0 0 0 76
45 3 Male 2 0 TRUE Other 6 4 1 0 0 0 45 0
65 3 Female 2 0 TRUE Black 6 1 1 0 65 0 0 0
57 2 Female 3 0 FALSE White 6 1 1 0 0 0 0 57
71 2 Female 2 0 FALSE White 6 1 1 0 0 0 0 71
78 0 Female 1 0 TRUE White 6 4 1 0 0 0 0 78
86 3 Female 1 0 FALSE White 6 1 0 0 0 0 0 86
61 2 Male 2 0 FALSE White 6 5 1 0 0 0 0 61
61 3 Female 4 0 TRUE White 6 5 0 0 0 0 0 61
70 2 Male 2 0 FALSE White 6 1 0 0 0 0 0 70
68 3 Female 4 0 FALSE Black 6 1 0 0 68 0 0 0
